Date,Comp,venue,opponent,goals_for,goals_against,result
2023-08-14,Premier League,Home,Wolves,1,0,W
2023-08-19,Premier League,Away,Tottenham,0,2,L
2023-08-26,Premier League,Home,Nott'ham Forest,3,2,W
2023-09-03,Premier League,Away,Arsenal,1,3,L
2023-09-16,Premier League,Home,Brighton,1,3,L
2023-09-23,Premier League,Away,Burnley,1,0,W
2023-09-30,Premier League,Home,Crystal Palace,0,1,L
2023-10-07,Premier League,Home,Brentford,2,1,W
2023-10-21,Premier League,Away,Sheffield Utd,2,1,W
2023-10-29,Premier League,Home,Manchester City,0,3,L
2023-11-04,Premier League,Away,Fulham,1,0,W
2023-11-11,Premier League,Home,Luton Town,1,0,W
2023-11-26,Premier League,Away,Everton,3,0,W
2023-12-02,Premier League,Away,Newcastle Utd,0,1,L
2023-12-06,Premier League,Home,Chelsea,2,1,W
2023-12-09,Premier League,Home,Bournemouth,0,3,L
2023-12-17,Premier League,Away,Liverpool,0,0,D
2023-12-23,Premier League,Away,West Ham,0,2,L
2023-12-26,Premier League,Home,Aston Villa,3,2,W
2023-12-30,Premier League,Away,Nott'ham Forest,1,2,L
2024-01-14,Premier League,Home,Tottenham,2,2,D
2024-02-01,Premier League,Away,Wolves,4,3,W
2024-02-04,Premier League,Home,West Ham,3,0,W
2024-02-11,Premier League,Away,Aston Villa,2,1,W
2024-02-18,Premier League,Away,Luton Town,2,1,W
2024-02-24,Premier League,Home,Fulham,1,2,L
2024-03-03,Premier League,Away,Manchester City,1,3,L
2024-03-09,Premier League,Home,Everton,2,0,W
2024-03-30,Premier League,Away,Brentford,1,1,D
2024-04-04,Premier League,Away,Chelsea,3,4,L
2024-04-07,Premier League,Home,Liverpool,2,2,D
2024-04-13,Premier League,Away,Bournemouth,2,2,D
2024-04-24,Premier League,Home,Sheffield Utd,4,2,W
2024-04-27,Premier League,Home,Burnley,1,1,D
2024-05-06,Premier League,Away,Crystal Palace,0,4,L
2024-05-12,Premier League,Home,Arsenal,0,1,L
2024-05-15,Premier League,Home,Newcastle Utd,3,2,W
2024-05-19,Premier League,Away,Brighton,2,0,W
