Date,Comp,venue,opponent,goals_for,goals_against,result
2020-09-13,Premier League,Home,Everton,0,1,L
2020-09-20,Premier League,Away,Southampton,5,2,W
2020-09-27,Premier League,Home,Newcastle Utd,1,1,D
2020-10-04,Premier League,Away,Manchester Utd,6,1,W
2020-10-18,Premier League,Home,West Ham,3,3,D
2020-10-26,Premier League,Away,Burnley,1,0,W
2020-11-01,Premier League,Home,Brighton,2,1,W
2020-11-08,Premier League,Away,West Brom,1,0,W
2020-11-21,Premier League,Home,Manchester City,2,0,W
2020-11-29,Premier League,Away,Chelsea,0,0,D
2020-12-06,Premier League,Home,Arsenal,2,0,W
2020-12-13,Premier League,Away,Crystal Palace,1,1,D
2020-12-16,Premier League,Away,Liverpool,1,2,L
2020-12-20,Premier League,Home,Leicester City,0,2,L
2020-12-27,Premier League,Away,Wolves,1,1,D
2021-01-02,Premier League,Home,Leeds United,3,0,W
2021-01-13,Premier League,Home,Fulham,1,1,D
2021-01-17,Premier League,Away,Sheffield Utd,3,1,W
2021-01-28,Premier League,Home,Liverpool,1,3,L
2021-01-31,Premier League,Away,Brighton,0,1,L
2021-02-04,Premier League,Home,Chelsea,0,1,L
2021-02-07,Premier League,Home,West Brom,2,0,W
2021-02-13,Premier League,Away,Manchester City,0,3,L
2021-02-21,Premier League,Away,West Ham,1,2,L
2021-02-28,Premier League,Home,Burnley,4,0,W
2021-03-04,Premier League,Away,Fulham,1,0,W
2021-03-07,Premier League,Home,Crystal Palace,4,1,W
2021-03-14,Premier League,Away,Arsenal,1,2,L
2021-03-21,Premier League,Away,Aston Villa,2,0,W
2021-04-04,Premier League,Away,Newcastle Utd,2,2,D
2021-04-11,Premier League,Home,Manchester Utd,1,3,L
2021-04-16,Premier League,Away,Everton,2,2,D
2021-04-21,Premier League,Home,Southampton,2,1,W
2021-05-02,Premier League,Home,Sheffield Utd,4,0,W
2021-05-08,Premier League,Away,Leeds United,1,3,L
2021-05-16,Premier League,Home,Wolves,2,0,W
2021-05-19,Premier League,Home,Aston Villa,1,2,L
2021-05-23,Premier League,Away,Leicester City,4,2,W
