Date,Comp,venue,opponent,goals_for,goals_against,result
2024-08-17,Premier League,Away,Nott'ham Forest,1,1,D
2024-08-25,Premier League,Home,Newcastle Utd,1,1,D
2024-08-31,Premier League,Away,Everton,3,2,W
2024-09-14,Premier League,Home,Chelsea,0,1,L
2024-09-21,Premier League,Away,Liverpool,0,3,L
2024-09-30,Premier League,Home,Southampton,3,1,W
2024-10-05,Premier League,Away,Leicester City,0,1,L
2024-10-19,Premier League,Home,Arsenal,2,0,W
2024-10-26,Premier League,Away,Aston Villa,1,1,D
2024-11-02,Premier League,Home,Manchester City,2,1,W
2024-11-09,Premier League,Away,Brentford,2,3,L
2024-11-23,Premier League,Home,Brighton,1,2,L
2024-11-30,Premier League,Away,Wolves,4,2,W
2024-12-05,Premier League,Home,Tottenham,1,0,W
2024-12-08,Premier League,Away,Ipswich Town,2,1,W
2024-12-16,Premier League,Home,West Ham,1,1,D
2024-12-22,Premier League,Away,Manchester Utd,3,0,W
2024-12-26,Premier League,Home,Crystal Palace,0,0,D
2024-12-29,Premier League,Away,Fulham,2,2,D
2025-01-04,Premier League,Home,Everton,1,0,W
2025-01-14,Premier League,Away,Chelsea,2,2,D
2025-01-18,Premier League,Away,Newcastle Utd,4,1,W
2025-01-25,Premier League,Home,Nott'ham Forest,5,0,W
2025-02-01,Premier League,Home,Liverpool,0,2,L
2025-02-15,Premier League,Away,Southampton,3,1,W
2025-02-22,Premier League,Home,Wolves,0,1,L
2025-02-25,Premier League,Away,Brighton,1,2,L
2025-03-09,Premier League,Away,Tottenham,2,2,D
2025-03-15,Premier League,Home,Brentford,1,2,L
2025-04-02,Premier League,Home,Ipswich Town,1,2,L
2025-04-05,Premier League,Away,West Ham,2,2,D
2025-04-14,Premier League,Home,Fulham,1,0,W
2025-04-19,Premier League,Away,Crystal Palace,0,0,D
2025-04-27,Premier League,Home,Manchester Utd,1,1,D
2025-05-03,Premier League,Away,Arsenal,2,1,W
2025-05-10,Premier League,Home,Aston Villa,0,1,L
2025-05-20,Premier League,Away,Manchester City,1,3,L
2025-05-25,Premier League,Home,Leicester City,2,0,W
