Date,Comp,venue,opponent,goals_for,goals_against,result
2024-08-17,Premier League,Home,Wolves,2,0,W
2024-08-24,Premier League,Away,Aston Villa,2,0,W
2024-08-31,Premier League,Home,Brighton,1,1,D
2024-09-15,Premier League,Away,Tottenham,1,0,W
2024-09-22,Premier League,Away,Manchester City,2,2,D
2024-09-28,Premier League,Home,Leicester City,4,2,W
2024-10-05,Premier League,Home,Southampton,3,1,W
2024-10-19,Premier League,Away,Bournemouth,0,2,L
2024-10-27,Premier League,Home,Liverpool,2,2,D
2024-11-02,Premier League,Away,Newcastle Utd,0,1,L
2024-11-10,Premier League,Away,Chelsea,1,1,D
2024-11-23,Premier League,Home,Nott'ham Forest,3,0,W
2024-11-30,Premier League,Away,West Ham,5,2,W
2024-12-04,Premier League,Home,Manchester Utd,2,0,W
2024-12-08,Premier League,Away,Fulham,1,1,D
2024-12-14,Premier League,Home,Everton,0,0,D
2024-12-21,Premier League,Away,Crystal Palace,5,1,W
2024-12-27,Premier League,Home,Ipswich Town,1,0,W
2025-01-01,Premier League,Away,Brentford,3,1,W
2025-01-04,Premier League,Away,Brighton,1,1,D
2025-01-15,Premier League,Home,Tottenham,2,1,W
2025-01-18,Premier League,Home,Aston Villa,2,2,D
2025-01-25,Premier League,Away,Wolves,1,0,W
2025-02-02,Premier League,Home,Manchester City,5,1,W
2025-02-15,Premier League,Away,Leicester City,2,0,W
2025-02-22,Premier League,Home,West Ham,0,1,L
2025-02-26,Premier League,Away,Nott'ham Forest,0,0,D
2025-03-09,Premier League,Away,Manchester Utd,1,1,D
2025-03-16,Premier League,Home,Chelsea,1,0,W
2025-04-01,Premier League,Home,Fulham,2,1,W
2025-04-05,Premier League,Away,Everton,1,1,D
2025-04-12,Premier League,Home,Brentford,1,1,D
2025-04-20,Premier League,Away,Ipswich Town,4,0,W
2025-04-23,Premier League,Home,Crystal Palace,2,2,D
2025-05-03,Premier League,Home,Bournemouth,1,2,L
2025-05-11,Premier League,Away,Liverpool,2,2,D
2025-05-18,Premier League,Home,Newcastle Utd,1,0,W
2025-05-25,Premier League,Away,Southampton,2,1,W
