Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Attendance,Captain,Formation,Opp Formation,Referee,Match Report,Notes
2020-09-12,12:30,Premier League,Matchweek 1,Sat,Home,L,0,3,Arsenal,0.1,1.9,46,,Tom Cairney,4-2-3-1,3-4-3,Chris Kavanagh,Match Report,
2020-09-16,19:00,EFL Cup,Second round,Wed,Away,W,1,0,Ipswich Town,,,69,,Aleksandar Mitrović,4-2-3-1,4-3-3,Dean Whitestone,Match Report,
2020-09-19,15:00,Premier League,Matchweek 2,Sat,Away,L,3,4,Leeds United,1.7,1.4,49,,Aleksandar Mitrović,4-2-3-1,4-1-4-1,Anthony Taylor,Match Report,
2020-09-23,19:00,EFL Cup,Third round,Wed,Home,W,2,0,Sheffield Weds,,,57,,Tim Ream,4-2-3-1,3-5-2,Lee Mason,Match Report,
2020-09-28,17:45,Premier League,Matchweek 3,Mon,Home,L,0,3,Aston Villa,0.7,1.4,64,,Tom Cairney,3-4-3,4-3-3,Stuart Attwell,Match Report,
2020-10-01,18:30,EFL Cup,Fourth round,Thu,Away,L,0,3,Brentford,,,61,,Michael Hector,4-2-3-1,4-3-3,Jonathan Moss,Match Report,
2020-10-04,14:00,Premier League,Matchweek 4,Sun,Away,L,0,1,Wolves,0.9,1.2,52,,Tom Cairney,4-2-3-1,3-5-2,Darren England,Match Report,
2020-10-18,12:00,Premier League,Matchweek 5,Sun,Away,D,1,1,Sheffield Utd,1.5,1.7,58,,Tom Cairney,3-4-3,3-5-2,Andre Marriner,Match Report,
2020-10-24,15:00,Premier League,Matchweek 6,Sat,Home,L,1,2,Crystal Palace,1.1,2.5,64,,Tom Cairney,4-3-2-1,4-4-2,Graham Scott,Match Report,
2020-11-02,17:30,Premier League,Matchweek 7,Mon,Home,W,2,0,West Brom,1.5,0.5,47,,Tom Cairney,4-2-3-1,4-1-4-1,Simon Hooper,Match Report,
2020-11-07,20:00,Premier League,Matchweek 8,Sat,Away,L,0,1,West Ham,1.7,1.3,47,,Tom Cairney,4-2-3-1,3-4-3,Robert Jones,Match Report,
2020-11-22,12:00,Premier League,Matchweek 9,Sun,Home,L,2,3,Everton,1.9,2.0,54,,Tom Cairney,4-2-3-1,3-4-3,Andy Madley,Match Report,
2020-11-30,17:30,Premier League,Matchweek 10,Mon,Away,W,2,1,Leicester City,2.2,1.2,32,,Joachim Andersen,5-4-1,3-4-3,Simon Hooper,Match Report,
2020-12-05,15:00,Premier League,Matchweek 11,Sat,Away,L,0,2,Manchester City,0.3,2.9,31,,Joachim Andersen,3-4-1-2,4-2-3-1,Jonathan Moss,Match Report,
2020-12-13,16:30,Premier League,Matchweek 12,Sun,Home,D,1,1,Liverpool,1.5,1.8,26,2000.0,Joachim Andersen,3-4-3,4-3-3,Andre Marriner,Match Report,
2020-12-16,20:00,Premier League,Matchweek 13,Wed,Home,D,0,0,Brighton,1.0,0.5,46,,Joachim Andersen,3-4-3,3-4-3,Robert Jones,Match Report,
2020-12-19,20:00,Premier League,Matchweek 14,Sat,Away,D,1,1,Newcastle Utd,1.0,1.4,51,,Tom Cairney,3-4-3,4-4-2,Graham Scott,Match Report,
2020-12-26,15:00,Premier League,Matchweek 15,Sat,Home,D,0,0,Southampton,0.7,0.2,47,,Joachim Andersen,3-5-2,4-4-2,Darren England,Match Report,
2021-01-09,15:00,FA Cup,Third round proper,Sat,Away,W,2,0,QPR,,,56,,Tim Ream,3-1-4-2,5-4-1,Simon Hooper,Match Report,Required Extra Time
2021-01-13,20:15,Premier League,Matchweek 16,Wed,Away,D,1,1,Tottenham,1.1,2.4,47,,Joachim Andersen,3-5-2,4-2-3-1,Paul Tierney,Match Report,
2021-01-16,17:30,Premier League,Matchweek 19,Sat,Home,L,0,1,Chelsea,0.7,1.6,31,,Joachim Andersen,5-4-1,4-3-3,Peter Bankes,Match Report,
2021-01-20,20:15,Premier League,Matchweek 18,Wed,Home,L,1,2,Manchester Utd,0.9,1.7,38,,Joachim Andersen,3-4-3,4-2-3-1,Martin Atkinson,Match Report,
2021-01-24,14:30,FA Cup,Fourth round proper,Sun,Home,L,0,3,Burnley,,,57,,Aleksandar Mitrović,3-1-4-2,4-4-2,Andy Madley,Match Report,
2021-01-27,19:30,Premier League,Matchweek 20,Wed,Away,D,0,0,Brighton,0.5,1.8,50,,Joachim Andersen,3-4-3,3-5-2,Craig Pawson,Match Report,
2021-01-30,15:00,Premier League,Matchweek 21,Sat,Away,D,2,2,West Brom,1.3,1.0,62,,Joachim Andersen,3-4-3,3-5-2,Anthony Taylor,Match Report,
2021-02-03,18:00,Premier League,Matchweek 22,Wed,Home,L,0,2,Leicester City,0.6,1.4,57,,Joachim Andersen,3-4-3,4-2-3-1,Robert Jones,Match Report,
2021-02-06,17:30,Premier League,Matchweek 23,Sat,Home,D,0,0,West Ham,1.5,1.0,60,,Joachim Andersen,4-2-3-1,4-2-3-1,Mike Dean,Match Report,
2021-02-14,19:00,Premier League,Matchweek 24,Sun,Away,W,2,0,Everton,2.5,0.3,50,,Joachim Andersen,4-4-2,4-3-1-2,Andy Madley,Match Report,
2021-02-17,18:00,Premier League,Matchweek 17,Wed,Away,D,1,1,Burnley,0.5,0.9,53,,Joachim Andersen,4-4-1-1,4-4-2,Jonathan Moss,Match Report,
2021-02-20,20:00,Premier League,Matchweek 25,Sat,Home,W,1,0,Sheffield Utd,1.2,0.9,64,,Joachim Andersen,4-2-3-1,3-5-2,Martin Atkinson,Match Report,
2021-02-28,12:00,Premier League,Matchweek 26,Sun,Away,D,0,0,Crystal Palace,1.4,0.1,60,,Joachim Andersen,4-2-3-1,4-2-3-1,Anthony Taylor,Match Report,
2021-03-04,18:00,Premier League,Matchweek 33,Thu,Home,L,0,1,Tottenham,0.7,1.6,60,,Joachim Andersen,4-4-2,4-2-3-1,David Coote,Match Report,
2021-03-07,14:00,Premier League,Matchweek 27,Sun,Away,W,1,0,Liverpool,1.3,0.9,37,,Joachim Andersen,4-4-2,4-3-3,Kevin Friend,Match Report,
2021-03-13,20:00,Premier League,Matchweek 28,Sat,Home,L,0,3,Manchester City,0.3,2.2,46,,Joachim Andersen,4-3-3,3-4-3,Andre Marriner,Match Report,
2021-03-19,20:00,Premier League,Matchweek 29,Fri,Home,L,1,2,Leeds United,1.6,1.3,51,,Joachim Andersen,4-2-3-1,4-1-4-1,David Coote,Match Report,
2021-04-04,16:30,Premier League,Matchweek 30,Sun,Away,L,1,3,Aston Villa,1.0,1.5,47,,Joachim Andersen,4-2-3-1,4-2-3-1,Andy Madley,Match Report,
2021-04-09,20:00,Premier League,Matchweek 31,Fri,Home,L,0,1,Wolves,0.9,0.5,50,,Joachim Andersen,3-4-3,4-2-3-1,Jonathan Moss,Match Report,
2021-04-18,13:30,Premier League,Matchweek 32,Sun,Away,D,1,1,Arsenal,0.9,2.7,31,,Joachim Andersen,4-4-2,4-2-3-1,Craig Pawson,Match Report,
2021-05-01,17:30,Premier League,Matchweek 34,Sat,Away,L,0,2,Chelsea,0.3,1.7,51,,Joachim Andersen,4-2-3-1,3-5-2,Kevin Friend,Match Report,
2021-05-10,20:00,Premier League,Matchweek 35,Mon,Home,L,0,2,Burnley,1.0,1.5,68,,Joachim Andersen,4-2-3-1,4-4-2,David Coote,Match Report,
2021-05-15,15:00,Premier League,Matchweek 36,Sat,Away,L,1,3,Southampton,0.8,1.6,53,,Joachim Andersen,3-4-3,4-4-2,Craig Pawson,Match Report,
2021-05-18,18:00,Premier League,Matchweek 37,Tue,Away,D,1,1,Manchester Utd,0.9,0.9,43,10000.0,Tim Ream,3-4-3,4-2-3-1,Lee Mason,Match Report,
2021-05-23,16:00,Premier League,Matchweek 38,Sun,Home,L,0,2,Newcastle Utd,1.0,1.3,64,2000.0,Tim Ream,3-4-3,5-3-2,Chris Kavanagh,Match Report,
