Date,Comp,venue,opponent,goals_for,goals_against,result
2024-08-18,Premier League,Away,Chelsea,2,0,W
2024-08-24,Premier League,Home,Ipswich Town,4,1,W
2024-08-31,Premier League,Away,West Ham,3,1,W
2024-09-14,Premier League,Home,Brentford,2,1,W
2024-09-22,Premier League,Home,Arsenal,2,2,D
2024-09-28,Premier League,Away,Newcastle Utd,1,1,D
2024-10-05,Premier League,Home,Fulham,3,2,W
2024-10-20,Premier League,Away,Wolves,2,1,W
2024-10-26,Premier League,Home,Southampton,1,0,W
2024-11-02,Premier League,Away,Bournemouth,1,2,L
2024-11-09,Premier League,Away,Brighton,1,2,L
2024-11-23,Premier League,Home,Tottenham,0,4,L
2024-12-01,Premier League,Away,Liverpool,0,2,L
2024-12-04,Premier League,Home,Nott'ham Forest,3,0,W
2024-12-07,Premier League,Away,Crystal Palace,2,2,D
2024-12-15,Premier League,Home,Manchester Utd,1,2,L
2024-12-21,Premier League,Away,Aston Villa,1,2,L
2024-12-26,Premier League,Home,Everton,1,1,D
2024-12-29,Premier League,Away,Leicester City,2,0,W
2025-01-04,Premier League,Home,West Ham,4,1,W
2025-01-14,Premier League,Away,Brentford,2,2,D
2025-01-19,Premier League,Away,Ipswich Town,6,0,W
2025-01-25,Premier League,Home,Chelsea,3,1,W
2025-02-02,Premier League,Away,Arsenal,1,5,L
2025-02-15,Premier League,Home,Newcastle Utd,4,0,W
2025-02-23,Premier League,Home,Liverpool,0,2,L
2025-02-26,Premier League,Away,Tottenham,1,0,W
2025-03-08,Premier League,Away,Nott'ham Forest,0,1,L
2025-03-15,Premier League,Home,Brighton,2,2,D
2025-04-02,Premier League,Home,Leicester City,2,0,W
2025-04-06,Premier League,Away,Manchester Utd,0,0,D
2025-04-12,Premier League,Home,Crystal Palace,5,2,W
2025-04-19,Premier League,Away,Everton,2,0,W
2025-04-22,Premier League,Home,Aston Villa,2,1,W
2025-05-02,Premier League,Home,Wolves,1,0,W
2025-05-10,Premier League,Away,Southampton,0,0,D
2025-05-20,Premier League,Home,Bournemouth,3,1,W
2025-05-25,Premier League,Away,Fulham,2,0,W
