Date,Comp,venue,opponent,goals_for,goals_against,result
2022-08-07,Premier League,Away,Manchester Utd,2,1,W
2022-08-13,Premier League,Home,Newcastle Utd,0,0,D
2022-08-21,Premier League,Away,West Ham,2,0,W
2022-08-27,Premier League,Home,Leeds United,1,0,W
2022-08-30,Premier League,Away,Fulham,1,2,L
2022-09-04,Premier League,Home,Leicester City,5,2,W
2022-10-01,Premier League,Away,Liverpool,3,3,D
2022-10-08,Premier League,Home,Tottenham,0,1,L
2022-10-14,Premier League,Away,Brentford,0,2,L
2022-10-18,Premier League,Home,Nott'ham Forest,0,0,D
2022-10-22,Premier League,Away,Manchester City,1,3,L
2022-10-29,Premier League,Home,Chelsea,4,1,W
2022-11-05,Premier League,Away,Wolves,3,2,W
2022-11-13,Premier League,Home,Aston Villa,1,2,L
2022-12-26,Premier League,Away,Southampton,3,1,W
2022-12-31,Premier League,Home,Arsenal,2,4,L
2023-01-03,Premier League,Away,Everton,4,1,W
2023-01-14,Premier League,Home,Liverpool,3,0,W
2023-01-21,Premier League,Away,Leicester City,2,2,D
2023-02-04,Premier League,Home,Bournemouth,1,0,W
2023-02-11,Premier League,Away,Crystal Palace,1,1,D
2023-02-18,Premier League,Home,Fulham,0,1,L
2023-03-04,Premier League,Home,West Ham,4,0,W
2023-03-11,Premier League,Away,Leeds United,2,2,D
2023-03-15,Premier League,Home,Crystal Palace,1,0,W
2023-04-01,Premier League,Home,Brentford,3,3,D
2023-04-04,Premier League,Away,Bournemouth,2,0,W
2023-04-08,Premier League,Away,Tottenham,1,2,L
2023-04-15,Premier League,Away,Chelsea,2,1,W
2023-04-26,Premier League,Away,Nott'ham Forest,1,3,L
2023-04-29,Premier League,Home,Wolves,6,0,W
2023-05-04,Premier League,Home,Manchester Utd,1,0,W
2023-05-08,Premier League,Home,Everton,1,5,L
2023-05-14,Premier League,Away,Arsenal,3,0,W
2023-05-18,Premier League,Away,Newcastle Utd,1,4,L
2023-05-21,Premier League,Home,Southampton,3,1,W
2023-05-24,Premier League,Home,Manchester City,1,1,D
2023-05-28,Premier League,Away,Aston Villa,1,2,L
