Date,Comp,venue,opponent,goals_for,goals_against,result
2020-09-13,Premier League,Home,Leicester City,0,3,L
2020-09-19,Premier League,Away,Everton,2,5,L
2020-09-26,Premier League,Home,Chelsea,3,3,D
2020-10-04,Premier League,Away,Southampton,0,2,L
2020-10-19,Premier League,Home,Burnley,0,0,D
2020-10-26,Premier League,Away,Brighton,1,1,D
2020-11-02,Premier League,Away,Fulham,0,2,L
2020-11-08,Premier League,Home,Tottenham,0,1,L
2020-11-21,Premier League,Away,Manchester Utd,0,1,L
2020-11-28,Premier League,Home,Sheffield Utd,1,0,W
2020-12-06,Premier League,Home,Crystal Palace,1,5,L
2020-12-12,Premier League,Away,Newcastle Utd,1,2,L
2020-12-15,Premier League,Away,Manchester City,1,1,D
2020-12-20,Premier League,Home,Aston Villa,0,3,L
2020-12-27,Premier League,Away,Liverpool,1,1,D
2020-12-29,Premier League,Home,Leeds United,0,5,L
2021-01-02,Premier League,Home,Arsenal,0,4,L
2021-01-16,Premier League,Away,Wolves,3,2,W
2021-01-19,Premier League,Away,West Ham,1,2,L
2021-01-26,Premier League,Home,Manchester City,0,5,L
2021-01-30,Premier League,Home,Fulham,2,2,D
2021-02-02,Premier League,Away,Sheffield Utd,1,2,L
2021-02-07,Premier League,Away,Tottenham,0,2,L
2021-02-14,Premier League,Home,Manchester Utd,1,1,D
2021-02-20,Premier League,Away,Burnley,0,0,D
2021-02-27,Premier League,Home,Brighton,1,0,W
2021-03-04,Premier League,Home,Everton,0,1,L
2021-03-07,Premier League,Home,Newcastle Utd,0,0,D
2021-03-13,Premier League,Away,Crystal Palace,0,1,L
2021-04-03,Premier League,Away,Chelsea,5,2,W
2021-04-12,Premier League,Home,Southampton,3,0,W
2021-04-22,Premier League,Away,Leicester City,0,3,L
2021-04-25,Premier League,Away,Aston Villa,2,2,D
2021-05-03,Premier League,Home,Wolves,1,1,D
2021-05-09,Premier League,Away,Arsenal,1,3,L
2021-05-16,Premier League,Home,Liverpool,1,2,L
2021-05-19,Premier League,Home,West Ham,1,3,L
2021-05-23,Premier League,Away,Leeds United,1,3,L
