Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Attendance,Captain,Formation,Opp Formation,Referee,Match Report,Notes
2022-08-06,15:00,Premier League,Matchweek 1,Sat,Away,L,0,2,Newcastle Utd,0.3,1.7,39,52245,Joe Worrall,3-4-1-2,4-3-3,Simon Hooper,Match Report,
2022-08-14,14:00,Premier League,Matchweek 2,Sun,Home,W,1,0,West Ham,1.3,2.1,43,29281,Joe Worrall,3-4-1-2,4-3-3,Robert Jones,Match Report,
2022-08-20,15:00,Premier League,Matchweek 3,Sat,Away,D,1,1,Everton,1.0,1.5,51,39271,Joe Worrall,3-4-1-2,3-4-3,Andre Marriner,Match Report,
2022-08-23,19:45,EFL Cup,Second round,Tue,Away,W,3,0,Grimsby Town,,,59,8418,Ryan Yates,3-4-1-2,4-2-3-1,Seb Stockbridge,Match Report,
2022-08-28,16:30,Premier League,Matchweek 4,Sun,Home,L,0,2,Tottenham,0.9,2.4,55,29296,Joe Worrall,3-4-3,3-4-3,Craig Pawson,Match Report,
2022-08-31,19:30,Premier League,Matchweek 5,Wed,Away,L,0,6,Manchester City,0.7,3.3,26,53409,Joe Worrall,5-3-2,4-2-3-1,Paul Tierney,Match Report,
2022-09-03,15:00,Premier League,Matchweek 6,Sat,Home,L,2,3,Bournemouth,1.9,0.8,52,28720,Joe Worrall,3-4-3,4-2-3-1,Michael Oliver,Match Report,
2022-09-16,20:00,Premier League,Matchweek 8,Fri,Home,L,2,3,Fulham,1.4,0.9,41,28654,Ryan Yates,3-4-1-2,4-2-3-1,Jarred Gillett,Match Report,
2022-10-03,20:00,Premier League,Matchweek 9,Mon,Away,L,0,4,Leicester City,1.1,1.3,49,32202,Steve Cook,4-2-3-1,4-1-4-1,Robert Jones,Match Report,
2022-10-10,20:00,Premier League,Matchweek 10,Mon,Home,D,1,1,Aston Villa,0.3,0.7,40,29208,Ryan Yates,4-3-3,4-3-3,Anthony Taylor,Match Report,
2022-10-15,15:00,Premier League,Matchweek 11,Sat,Away,L,0,1,Wolves,1.5,1.3,42,31554,Ryan Yates,4-3-3,4-2-3-1,Thomas Bramall,Match Report,
2022-10-18,19:30,Premier League,Matchweek 12,Tue,Away,D,0,0,Brighton,0.1,1.7,30,31463,Ryan Yates,4-3-3,3-4-3,Darren England,Match Report,
2022-10-22,12:30,Premier League,Matchweek 13,Sat,Home,W,1,0,Liverpool,1.9,1.6,25,29245,Ryan Yates,4-3-3,4-4-2,Paul Tierney,Match Report,
2022-10-30,14:00,Premier League,Matchweek 14,Sun,Away,L,0,5,Arsenal,0.4,2.3,31,60263,Ryan Yates,4-3-3,4-3-3,Simon Hooper,Match Report,
2022-11-05,15:00,Premier League,Matchweek 15,Sat,Home,D,2,2,Brentford,1.5,1.5,48,28869,Ryan Yates,4-3-1-2,4-3-3,Andre Marriner,Match Report,
2022-11-09,19:45,EFL Cup,Third round,Wed,Home,W,2,0,Tottenham,,,41,28384,Joe Worrall,4-3-1-2,3-5-2,Peter Bankes,Match Report,
2022-11-12,15:00,Premier League,Matchweek 16,Sat,Home,W,1,0,Crystal Palace,1.1,1.2,32,29045,Joe Worrall,4-3-3,4-3-3,John Brooks,Match Report,
2022-12-21,19:45,EFL Cup,Fourth round,Wed,Away,W,4,1,Blackburn,,,49,15138,Joe Worrall,4-3-3,4-2-3-1,Robert Jones,Match Report,
2022-12-27,20:00,Premier League,Matchweek 17,Tue,Away,L,0,3,Manchester Utd,0.7,2.4,35,73608,Joe Worrall,4-3-3,4-2-3-1,Anthony Taylor,Match Report,
2023-01-01,16:30,Premier League,Matchweek 18,Sun,Home,D,1,1,Chelsea,1.4,0.9,29,29229,Joe Worrall,4-3-3,4-3-3,Peter Bankes,Match Report,
2023-01-04,19:30,Premier League,Matchweek 19,Wed,Away,W,1,0,Southampton,1.4,0.5,37,30150,Joe Worrall,4-3-1-2,3-1-4-2,Thomas Bramall,Match Report,
2023-01-07,15:00,FA Cup,Third round proper,Sat,Away,L,1,4,Blackpool,,,62,8750,Steve Cook,4-3-1-2,4-4-2,James Linington,Match Report,
2023-01-11,19:45,EFL Cup,Quarter-finals,Wed,Home,D,1 (4),1 (3),Wolves,,,35,28656,Joe Worrall,4-3-1-2,3-4-3,Graham Scott,Match Report,Nott'ham Forest won on penalty kicks following extra time
2023-01-14,15:00,Premier League,Matchweek 20,Sat,Home,W,2,0,Leicester City,2.4,1.0,39,29301,Joe Worrall,4-3-1-2,4-2-3-1,Paul Tierney,Match Report,
2023-01-21,15:00,Premier League,Matchweek 21,Sat,Away,D,1,1,Bournemouth,1.9,1.4,57,10248,Joe Worrall,4-3-1-2,4-4-2,Andy Madley,Match Report,
