Date,Comp,venue,opponent,goals_for,goals_against,result
2020-09-14,Premier League,Home,Chelsea,1,3,L
2020-09-20,Premier League,Away,Newcastle Utd,3,0,W
2020-09-26,Premier League,Home,Manchester Utd,2,3,L
2020-10-03,Premier League,Away,Everton,2,4,L
2020-10-18,Premier League,Away,Crystal Palace,1,1,D
2020-10-26,Premier League,Home,West Brom,1,1,D
2020-11-01,Premier League,Away,Tottenham,1,2,L
2020-11-06,Premier League,Home,Burnley,0,0,D
2020-11-21,Premier League,Away,Aston Villa,2,1,W
2020-11-28,Premier League,Home,Liverpool,1,1,D
2020-12-07,Premier League,Home,Southampton,1,2,L
2020-12-13,Premier League,Away,Leicester City,0,3,L
2020-12-16,Premier League,Away,Fulham,0,0,D
2020-12-20,Premier League,Home,Sheffield Utd,1,1,D
2020-12-27,Premier League,Away,West Ham,2,2,D
2020-12-29,Premier League,Home,Arsenal,0,1,L
2021-01-02,Premier League,Home,Wolves,3,3,D
2021-01-13,Premier League,Away,Manchester City,0,1,L
2021-01-16,Premier League,Away,Leeds United,1,0,W
2021-01-27,Premier League,Home,Fulham,0,0,D
2021-01-31,Premier League,Home,Tottenham,1,0,W
2021-02-03,Premier League,Away,Liverpool,1,0,W
2021-02-06,Premier League,Away,Burnley,1,1,D
2021-02-13,Premier League,Home,Aston Villa,0,0,D
2021-02-22,Premier League,Home,Crystal Palace,1,2,L
2021-02-27,Premier League,Away,West Brom,0,1,L
2021-03-06,Premier League,Home,Leicester City,1,2,L
2021-03-14,Premier League,Away,Southampton,2,1,W
2021-03-20,Premier League,Home,Newcastle Utd,3,0,W
2021-04-04,Premier League,Away,Manchester Utd,1,2,L
2021-04-12,Premier League,Home,Everton,0,0,D
2021-04-20,Premier League,Away,Chelsea,0,0,D
2021-04-24,Premier League,Away,Sheffield Utd,0,1,L
2021-05-01,Premier League,Home,Leeds United,2,0,W
2021-05-09,Premier League,Away,Wolves,1,2,L
2021-05-15,Premier League,Home,West Ham,1,1,D
2021-05-18,Premier League,Home,Manchester City,3,2,W
2021-05-23,Premier League,Away,Arsenal,0,2,L
