Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Attendance,Captain,Formation,Opp Formation,Referee,Match Report,Notes
2020-08-29,16:30,Community Shield,FA Community Shield,Sat,Neutral,D,1 (4),1 (5),Arsenal,,,60,,James Milner,4-3-3,3-4-3,Andre Marriner,Match Report,
2020-09-12,17:30,Premier League,Matchweek 1,Sat,Home,W,4,3,Leeds United,2.7,0.3,49,,Jordan Henderson,4-3-3,4-1-4-1,Michael Oliver,Match Report,
2020-09-20,16:30,Premier League,Matchweek 2,Sun,Away,W,2,0,Chelsea,2.1,0.9,61,,Jordan Henderson,4-3-3,4-3-3,Paul Tierney,Match Report,
2020-09-24,19:45,EFL Cup,Third round,Thu,Away,W,7,2,Lincoln City,,,72,,Virgil van Dijk,4-4-2◆,4-3-3,Tony Harrington,Match Report,
2020-09-28,20:00,Premier League,Matchweek 3,Mon,Home,W,3,1,Arsenal,2.7,1.3,66,,Virgil van Dijk,4-3-3,3-4-3,Craig Pawson,Match Report,
2020-10-01,19:45,EFL Cup,Fourth round,Thu,Home,D,0 (4),0 (5),Arsenal,,,57,,James Milner,4-3-3,4-3-3,Kevin Friend,Match Report,Arsenal won on penalty kicks following extra time
2020-10-04,19:15,Premier League,Matchweek 4,Sun,Away,L,2,7,Aston Villa,1.8,2.7,69,,Virgil van Dijk,4-3-3,4-2-3-1,Martin Atkinson,Match Report,
2020-10-17,12:30,Premier League,Matchweek 5,Sat,Away,D,2,2,Everton,2.6,1.2,58,,Jordan Henderson,4-3-3,4-3-3,Michael Oliver,Match Report,
2020-10-21,21:00,Champions Lg,Group stage,Wed,Away,W,1,0,nl Ajax,1.1,1.4,51,,James Milner,4-3-3,4-3-3,Felix Brych,Match Report,
2020-10-24,20:00,Premier League,Matchweek 6,Sat,Home,W,2,1,Sheffield Utd,2.3,1.6,62,,Jordan Henderson,4-2-3-1,3-5-2,Mike Dean,Match Report,
2020-10-27,20:00,Champions Lg,Group stage,Tue,Home,W,2,0,dk Midtjylland,2.2,1.2,62,,Jordan Henderson,4-3-3,4-2-3-1,Paweł Raczkowski,Match Report,
2020-10-31,17:30,Premier League,Matchweek 7,Sat,Home,W,2,1,West Ham,1.7,0.3,72,,Jordan Henderson,4-3-3,5-4-1,Kevin Friend,Match Report,
2020-11-03,21:00,Champions Lg,Group stage,Tue,Away,W,5,0,it Atalanta,2.5,1.2,56,,Jordan Henderson,4-3-3,3-4-1-2,Ovidiu Hațegan,Match Report,
2020-11-08,16:30,Premier League,Matchweek 8,Sun,Away,D,1,1,Manchester City,1.2,1.4,46,,Jordan Henderson,4-2-3-1,4-2-3-1,Craig Pawson,Match Report,
2020-11-22,19:15,Premier League,Matchweek 9,Sun,Home,W,3,0,Leicester City,3.1,1.6,56,,James Milner,4-3-3,3-4-3,Chris Kavanagh,Match Report,
2020-11-25,20:00,Champions Lg,Group stage,Wed,Home,L,0,2,it Atalanta,0.2,1.2,54,,James Milner,4-3-3,3-4-1-2,Carlos del Cerro,Match Report,
2020-11-28,12:30,Premier League,Matchweek 10,Sat,Away,D,1,1,Brighton,0.2,2.3,60,,James Milner,4-3-3,3-4-1-2,Stuart Attwell,Match Report,
2020-12-01,20:00,Champions Lg,Group stage,Tue,Home,W,1,0,nl Ajax,2.0,1.5,44,,Jordan Henderson,4-3-3,4-3-3,Tobias Stieler,Match Report,
2020-12-06,19:15,Premier League,Matchweek 11,Sun,Home,W,4,0,Wolves,1.2,0.4,60,2000.0,Jordan Henderson,4-3-3,4-3-3,Craig Pawson,Match Report,
