Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Attendance,Captain,Formation,Opp Formation,Referee,Match Report,Notes
2022-08-07,16:30,Premier League,Matchweek 1,Sun,Home,L,0,2,Manchester City,0.5,2.2,25.0,62443,Declan Rice,4-2-3-1,4-3-3,Michael Oliver,Match Report,
2022-08-14,14:00,Premier League,Matchweek 2,Sun,Away,L,0,1,Nott'ham Forest,2.1,1.3,57.0,29281,Declan Rice,4-3-3,3-4-1-2,Robert Jones,Match Report,
2022-08-18,19:45,Conf Lg,Play-off round,Thu,Home,W,3,1,dk Viborg,,,,30230,Angelo Ogbonna,3-4-3,4-3-3,Marco Di Bello,Match Report,Leg 1 of 2
2022-08-21,14:00,Premier League,Matchweek 3,Sun,Home,L,0,2,Brighton,0.8,1.7,50.0,62449,Declan Rice,4-2-3-1,3-5-1-1,Anthony Taylor,Match Report,
2022-08-25,19:00,Conf Lg,Play-off round,Thu,Away,W,3,0,dk Viborg,,,,8435,Aaron Cresswell,4-2-3-1,4-3-3,Harald Lechner,Match Report,Leg 2 of 2; West Ham won
2022-08-28,14:00,Premier League,Matchweek 4,Sun,Away,W,1,0,Aston Villa,0.6,0.5,42.0,41796,Declan Rice,3-5-2,4-3-1-2,David Coote,Match Report,
2022-08-31,19:45,Premier League,Matchweek 5,Wed,Home,D,1,1,Tottenham,1.2,0.6,39.0,62450,Declan Rice,4-2-3-1,3-4-3,Peter Bankes,Match Report,
2022-09-03,15:00,Premier League,Matchweek 6,Sat,Away,L,1,2,Chelsea,1.1,0.9,33.0,39923,Declan Rice,3-4-1-2,3-1-4-2,Andy Madley,Match Report,
2022-09-08,20:00,Conf Lg,Group stage,Thu,Home,W,3,1,ro FCSB,2.5,1.3,66.0,33312,Declan Rice,4-3-3,4-3-3,Benoît Bastien,Match Report,
2022-09-15,21:00,Conf Lg,Group stage,Thu,Away,W,3,2,dk Silkeborg,1.5,0.9,47.0,6702,Declan Rice,3-4-1-2,4-3-2-1,Fábio Veríssimo,Match Report,
2022-09-18,14:15,Premier League,Matchweek 8,Sun,Away,L,0,1,Everton,1.0,0.4,47.0,39298,Declan Rice,4-2-3-1,4-3-3,Michael Oliver,Match Report,
2022-10-01,17:30,Premier League,Matchweek 9,Sat,Home,W,2,0,Wolves,0.9,0.7,39.0,62444,Declan Rice,4-2-3-1,3-4-3,Paul Tierney,Match Report,
2022-10-06,18:45,Conf Lg,Group stage,Thu,Away,W,1,0,be Anderlecht,2.6,0.8,56.0,17033,Angelo Ogbonna,3-4-1-2,3-5-2,Novak Simović,Match Report,
