Date,Comp,venue,opponent,goals_for,goals_against,result
2023-08-13,Premier League,Home,Tottenham,2,2,D
2023-08-19,Premier League,Away,Fulham,3,0,W
2023-08-26,Premier League,Home,Crystal Palace,1,1,D
2023-09-02,Premier League,Home,Bournemouth,2,2,D
2023-09-16,Premier League,Away,Newcastle Utd,0,1,L
2023-09-23,Premier League,Home,Everton,1,3,L
2023-10-01,Premier League,Away,Nott'ham Forest,1,1,D
2023-10-07,Premier League,Away,Manchester Utd,1,2,L
2023-10-21,Premier League,Home,Burnley,3,0,W
2023-10-28,Premier League,Away,Chelsea,2,0,W
2023-11-04,Premier League,Home,West Ham,3,2,W
2023-11-12,Premier League,Away,Liverpool,0,3,L
2023-11-25,Premier League,Home,Arsenal,0,1,L
2023-12-02,Premier League,Home,Luton Town,3,1,W
2023-12-06,Premier League,Away,Brighton,1,2,L
2023-12-09,Premier League,Away,Sheffield Utd,0,1,L
2023-12-17,Premier League,Home,Aston Villa,1,2,L
2023-12-27,Premier League,Home,Wolves,1,4,L
2023-12-30,Premier League,Away,Crystal Palace,1,3,L
2024-01-20,Premier League,Home,Nott'ham Forest,3,2,W
2024-01-31,Premier League,Away,Tottenham,2,3,L
2024-02-05,Premier League,Home,Manchester City,1,3,L
2024-02-10,Premier League,Away,Wolves,2,0,W
2024-02-17,Premier League,Home,Liverpool,1,4,L
2024-02-20,Premier League,Away,Manchester City,0,1,L
2024-02-26,Premier League,Away,West Ham,2,4,L
2024-03-02,Premier League,Home,Chelsea,2,2,D
2024-03-09,Premier League,Away,Arsenal,1,2,L
2024-03-16,Premier League,Away,Burnley,1,2,L
2024-03-30,Premier League,Home,Manchester Utd,1,1,D
2024-04-03,Premier League,Home,Brighton,0,0,D
2024-04-06,Premier League,Away,Aston Villa,3,3,D
2024-04-13,Premier League,Home,Sheffield Utd,2,0,W
2024-04-20,Premier League,Away,Luton Town,5,1,W
2024-04-27,Premier League,Away,Everton,0,1,L
2024-05-04,Premier League,Home,Fulham,0,0,D
2024-05-11,Premier League,Away,Bournemouth,2,1,W
2024-05-19,Premier League,Home,Newcastle Utd,2,4,L
