Date,Comp,venue,opponent,goals_for,goals_against,result
2023-08-12,Premier League,Away,Newcastle Utd,1,5,L
2023-08-20,Premier League,Home,Everton,4,0,W
2023-08-27,Premier League,Away,Burnley,3,1,W
2023-09-03,Premier League,Away,Liverpool,0,3,L
2023-09-16,Premier League,Home,Crystal Palace,3,1,W
2023-09-24,Premier League,Away,Chelsea,1,0,W
2023-09-30,Premier League,Home,Brighton,6,1,W
2023-10-08,Premier League,Away,Wolves,1,1,D
2023-10-22,Premier League,Home,West Ham,4,1,W
2023-10-29,Premier League,Home,Luton Town,3,1,W
2023-11-05,Premier League,Away,Nott'ham Forest,0,2,L
2023-11-12,Premier League,Home,Fulham,3,1,W
2023-11-26,Premier League,Away,Tottenham,2,1,W
2023-12-03,Premier League,Away,Bournemouth,2,2,D
2023-12-06,Premier League,Home,Manchester City,1,0,W
2023-12-09,Premier League,Home,Arsenal,1,0,W
2023-12-17,Premier League,Away,Brentford,2,1,W
2023-12-22,Premier League,Home,Sheffield Utd,1,1,D
2023-12-26,Premier League,Away,Manchester Utd,2,3,L
2023-12-30,Premier League,Home,Burnley,3,2,W
2024-01-14,Premier League,Away,Everton,0,0,D
2024-01-30,Premier League,Home,Newcastle Utd,1,3,L
2024-02-03,Premier League,Away,Sheffield Utd,5,0,W
2024-02-11,Premier League,Home,Manchester Utd,1,2,L
2024-02-17,Premier League,Away,Fulham,2,1,W
2024-02-24,Premier League,Home,Nott'ham Forest,4,2,W
2024-03-02,Premier League,Away,Luton Town,3,2,W
2024-03-10,Premier League,Home,Tottenham,0,4,L
2024-03-17,Premier League,Away,West Ham,1,1,D
2024-03-30,Premier League,Home,Wolves,2,0,W
2024-04-03,Premier League,Away,Manchester City,1,4,L
2024-04-06,Premier League,Home,Brentford,3,3,D
2024-04-14,Premier League,Away,Arsenal,2,0,W
2024-04-21,Premier League,Home,Bournemouth,3,1,W
2024-04-27,Premier League,Home,Chelsea,2,2,D
2024-05-05,Premier League,Away,Brighton,0,1,L
2024-05-13,Premier League,Home,Liverpool,3,3,D
2024-05-19,Premier League,Away,Crystal Palace,0,5,L
