Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Attendance,Captain,Formation,Opp Formation,Referee,Match Report,Notes
2020-09-14,18:00,Premier League,Matchweek 1,Mon,Home,L,0,2,Wolves,1.0,1.4,55,,Billy Sharp,3-5-2,3-4-3,Mike Dean,Match Report,
2020-09-17,17:30,EFL Cup,Second round,Thu,Away,D,1 (4),1 (5),Burnley,,,45,,Oliver Norwood,3-5-2,4-4-2,Paul Tierney,Match Report,Burnley won on penalty kicks following extra time
2020-09-21,18:00,Premier League,Matchweek 2,Mon,Away,L,0,1,Aston Villa,0.9,1.0,29,,John Egan,3-5-2,4-3-3,Graham Scott,Match Report,
2020-09-27,12:00,Premier League,Matchweek 3,Sun,Home,L,0,1,Leeds United,1.4,1.2,36,,David McGoldrick,3-5-2,3-1-4-2,Paul Tierney,Match Report,
2020-10-04,14:00,Premier League,Matchweek 4,Sun,Away,L,1,2,Arsenal,0.2,0.6,36,,John Egan,3-5-2,4-3-3,Lee Mason,Match Report,
2020-10-18,12:00,Premier League,Matchweek 5,Sun,Home,D,1,1,Fulham,1.7,1.5,42,,John Egan,3-5-2,3-4-3,Andre Marriner,Match Report,
2020-10-24,20:00,Premier League,Matchweek 6,Sat,Away,L,1,2,Liverpool,1.6,2.3,38,,John Egan,3-5-2,4-2-3-1,Mike Dean,Match Report,
2020-10-31,12:30,Premier League,Matchweek 7,Sat,Home,L,0,1,Manchester City,0.5,1.6,35,,John Egan,5-3-2,4-3-3,Michael Oliver,Match Report,
2020-11-07,17:30,Premier League,Matchweek 8,Sat,Away,L,1,4,Chelsea,0.4,2.2,31,,John Egan,3-5-2,4-3-3,Jonathan Moss,Match Report,
2020-11-22,14:00,Premier League,Matchweek 9,Sun,Home,L,0,1,West Ham,0.9,2.1,51,,John Egan,3-5-2,3-4-3,Martin Atkinson,Match Report,
2020-11-28,20:00,Premier League,Matchweek 10,Sat,Away,L,0,1,West Brom,2.9,1.2,51,,John Egan,3-5-2,3-4-1-2,Mike Dean,Match Report,
2020-12-06,14:15,Premier League,Matchweek 11,Sun,Home,L,1,2,Leicester City,0.2,1.4,31,,John Egan,5-3-2,3-4-3,Stuart Attwell,Match Report,
2020-12-13,12:00,Premier League,Matchweek 12,Sun,Away,L,0,3,Southampton,0.3,2.0,33,2000.0,Billy Sharp,5-3-2,4-4-2,Andy Madley,Match Report,
2020-12-17,20:00,Premier League,Matchweek 13,Thu,Home,L,2,3,Manchester Utd,1.5,1.9,40,,John Egan,5-3-2,4-2-3-1,Michael Oliver,Match Report,
2020-12-20,12:00,Premier League,Matchweek 14,Sun,Away,D,1,1,Brighton,0.5,2.8,27,,John Egan,5-3-2,3-4-3,Peter Bankes,Match Report,
2020-12-26,20:00,Premier League,Matchweek 15,Sat,Home,L,0,1,Everton,1.4,0.7,44,,John Egan,3-4-3,4-2-3-1,David Coote,Match Report,
