Date,Comp,venue,opponent,goals_for,goals_against,result
2020-09-20,Premier League,Away,Leicester City,2,4,L
2020-09-26,Premier League,Home,Southampton,0,1,L
2020-10-03,Premier League,Away,Newcastle Utd,1,3,L
2020-10-19,Premier League,Away,West Brom,0,0,D
2020-10-26,Premier League,Home,Tottenham,0,1,L
2020-10-31,Premier League,Home,Chelsea,0,3,L
2020-11-06,Premier League,Away,Brighton,0,0,D
2020-11-23,Premier League,Home,Crystal Palace,1,0,W
2020-11-28,Premier League,Away,Manchester City,0,5,L
2020-12-05,Premier League,Home,Everton,1,1,D
2020-12-13,Premier League,Away,Arsenal,1,0,W
2020-12-17,Premier League,Away,Aston Villa,0,0,D
2020-12-21,Premier League,Home,Wolves,2,1,W
2020-12-27,Premier League,Away,Leeds United,0,1,L
2020-12-29,Premier League,Home,Sheffield Utd,1,0,W
2021-01-12,Premier League,Home,Manchester Utd,0,1,L
2021-01-16,Premier League,Away,West Ham,0,1,L
2021-01-21,Premier League,Away,Liverpool,1,0,W
2021-01-27,Premier League,Home,Aston Villa,3,2,W
2021-01-31,Premier League,Away,Chelsea,0,2,L
2021-02-03,Premier League,Home,Manchester City,0,2,L
2021-02-06,Premier League,Home,Brighton,1,1,D
2021-02-13,Premier League,Away,Crystal Palace,3,0,W
2021-02-17,Premier League,Home,Fulham,1,1,D
2021-02-20,Premier League,Home,West Brom,0,0,D
2021-02-28,Premier League,Away,Tottenham,0,4,L
2021-03-03,Premier League,Home,Leicester City,1,1,D
2021-03-06,Premier League,Home,Arsenal,1,1,D
2021-03-13,Premier League,Away,Everton,2,1,W
2021-04-04,Premier League,Away,Southampton,2,3,L
2021-04-11,Premier League,Home,Newcastle Utd,1,2,L
2021-04-18,Premier League,Away,Manchester Utd,1,3,L
2021-04-25,Premier League,Away,Wolves,4,0,W
2021-05-03,Premier League,Home,West Ham,1,2,L
2021-05-10,Premier League,Away,Fulham,2,0,W
2021-05-15,Premier League,Home,Leeds United,0,4,L
2021-05-19,Premier League,Home,Liverpool,0,3,L
2021-05-23,Premier League,Away,Sheffield Utd,0,1,L
