Date,Comp,venue,opponent,goals_for,goals_against,result
2024-08-18,Premier League,Home,Manchester City,0,2,L
2024-08-25,Premier League,Away,Wolves,6,2,W
2024-09-01,Premier League,Home,Crystal Palace,1,1,D
2024-09-14,Premier League,Away,Bournemouth,1,0,W
2024-09-21,Premier League,Away,West Ham,3,0,W
2024-09-28,Premier League,Home,Brighton,4,2,W
2024-10-06,Premier League,Home,Nott'ham Forest,1,1,D
2024-10-20,Premier League,Away,Liverpool,1,2,L
2024-10-27,Premier League,Home,Newcastle Utd,2,1,W
2024-11-03,Premier League,Away,Manchester Utd,1,1,D
2024-11-10,Premier League,Home,Arsenal,1,1,D
2024-11-23,Premier League,Away,Leicester City,2,1,W
2024-12-01,Premier League,Home,Aston Villa,3,0,W
2024-12-04,Premier League,Away,Southampton,5,1,W
2024-12-08,Premier League,Away,Tottenham,4,3,W
2024-12-15,Premier League,Home,Brentford,2,1,W
2024-12-22,Premier League,Away,Everton,0,0,D
2024-12-26,Premier League,Home,Fulham,1,2,L
2024-12-30,Premier League,Away,Ipswich Town,0,2,L
2025-01-04,Premier League,Away,Crystal Palace,1,1,D
2025-01-14,Premier League,Home,Bournemouth,2,2,D
2025-01-20,Premier League,Home,Wolves,3,1,W
2025-01-25,Premier League,Away,Manchester City,1,3,L
2025-02-03,Premier League,Home,West Ham,2,1,W
2025-02-14,Premier League,Away,Brighton,0,3,L
2025-02-22,Premier League,Away,Aston Villa,1,2,L
2025-02-25,Premier League,Home,Southampton,4,0,W
2025-03-09,Premier League,Home,Leicester City,1,0,W
2025-03-16,Premier League,Away,Arsenal,0,1,L
2025-04-03,Premier League,Home,Tottenham,1,0,W
2025-04-06,Premier League,Away,Brentford,0,0,D
2025-04-13,Premier League,Home,Ipswich Town,2,2,D
2025-04-20,Premier League,Away,Fulham,2,1,W
2025-04-26,Premier League,Home,Everton,1,0,W
2025-05-04,Premier League,Home,Liverpool,3,1,W
2025-05-11,Premier League,Away,Newcastle Utd,0,2,L
2025-05-16,Premier League,Home,Manchester Utd,1,0,W
2025-05-25,Premier League,Away,Nott'ham Forest,1,0,W
