Date,Comp,venue,opponent,goals_for,goals_against,result
2020-09-13,Premier League,Away,West Brom,3,0,W
2020-09-20,Premier League,Home,Burnley,4,2,W
2020-09-27,Premier League,Away,Manchester City,5,2,W
2020-10-04,Premier League,Home,West Ham,0,3,L
2020-10-18,Premier League,Home,Aston Villa,0,1,L
2020-10-25,Premier League,Away,Arsenal,1,0,W
2020-11-02,Premier League,Away,Leeds United,4,1,W
2020-11-08,Premier League,Home,Wolves,1,0,W
2020-11-22,Premier League,Away,Liverpool,0,3,L
2020-11-30,Premier League,Home,Fulham,1,2,L
2020-12-06,Premier League,Away,Sheffield Utd,2,1,W
2020-12-13,Premier League,Home,Brighton,3,0,W
2020-12-16,Premier League,Home,Everton,0,2,L
2020-12-20,Premier League,Away,Tottenham,2,0,W
2020-12-26,Premier League,Home,Manchester Utd,2,2,D
2020-12-28,Premier League,Away,Crystal Palace,1,1,D
2021-01-03,Premier League,Away,Newcastle Utd,2,1,W
2021-01-16,Premier League,Home,Southampton,2,0,W
2021-01-19,Premier League,Home,Chelsea,2,0,W
2021-01-27,Premier League,Away,Everton,1,1,D
2021-01-31,Premier League,Home,Leeds United,1,3,L
2021-02-03,Premier League,Away,Fulham,2,0,W
2021-02-07,Premier League,Away,Wolves,0,0,D
2021-02-13,Premier League,Home,Liverpool,3,1,W
2021-02-21,Premier League,Away,Aston Villa,2,1,W
2021-02-28,Premier League,Home,Arsenal,1,3,L
2021-03-03,Premier League,Away,Burnley,1,1,D
2021-03-06,Premier League,Away,Brighton,2,1,W
2021-03-14,Premier League,Home,Sheffield Utd,5,0,W
2021-04-03,Premier League,Home,Manchester City,0,2,L
2021-04-11,Premier League,Away,West Ham,2,3,L
2021-04-22,Premier League,Home,West Brom,3,0,W
2021-04-26,Premier League,Home,Crystal Palace,2,1,W
2021-04-30,Premier League,Away,Southampton,1,1,D
2021-05-07,Premier League,Home,Newcastle Utd,2,4,L
2021-05-11,Premier League,Away,Manchester Utd,2,1,W
2021-05-18,Premier League,Away,Chelsea,1,2,L
2021-05-23,Premier League,Home,Tottenham,2,4,L
