Date,Comp,venue,opponent,goals_for,goals_against,result
2024-08-17,Premier League,Away,Newcastle Utd,0,1,L
2024-08-24,Premier League,Home,Nott'ham Forest,0,1,L
2024-08-31,Premier League,Away,Brentford,1,3,L
2024-09-14,Premier League,Home,Manchester Utd,0,3,L
2024-09-21,Premier League,Home,Ipswich Town,1,1,D
2024-09-30,Premier League,Away,Bournemouth,1,3,L
2024-10-05,Premier League,Away,Arsenal,1,3,L
2024-10-19,Premier League,Home,Leicester City,2,3,L
2024-10-26,Premier League,Away,Manchester City,0,1,L
2024-11-02,Premier League,Home,Everton,1,0,W
2024-11-09,Premier League,Away,Wolves,0,2,L
2024-11-24,Premier League,Home,Liverpool,2,3,L
2024-11-29,Premier League,Away,Brighton,1,1,D
2024-12-04,Premier League,Home,Chelsea,1,5,L
2024-12-07,Premier League,Away,Aston Villa,0,1,L
2024-12-15,Premier League,Home,Tottenham,0,5,L
2024-12-22,Premier League,Away,Fulham,0,0,D
2024-12-26,Premier League,Home,West Ham,0,1,L
2024-12-29,Premier League,Away,Crystal Palace,1,2,L
2025-01-04,Premier League,Home,Brentford,0,5,L
2025-01-16,Premier League,Away,Manchester Utd,1,3,L
2025-01-19,Premier League,Away,Nott'ham Forest,2,3,L
2025-01-25,Premier League,Home,Newcastle Utd,1,3,L
2025-02-01,Premier League,Away,Ipswich Town,2,1,W
2025-02-15,Premier League,Home,Bournemouth,1,3,L
2025-02-22,Premier League,Home,Brighton,0,4,L
2025-02-25,Premier League,Away,Chelsea,0,4,L
2025-03-08,Premier League,Away,Liverpool,1,3,L
2025-03-15,Premier League,Home,Wolves,1,2,L
2025-04-02,Premier League,Home,Crystal Palace,1,1,D
2025-04-06,Premier League,Away,Tottenham,1,3,L
2025-04-12,Premier League,Home,Aston Villa,0,3,L
2025-04-19,Premier League,Away,West Ham,1,1,D
2025-04-26,Premier League,Home,Fulham,1,2,L
2025-05-03,Premier League,Away,Leicester City,0,2,L
2025-05-10,Premier League,Home,Manchester City,0,0,D
2025-05-18,Premier League,Away,Everton,0,2,L
2025-05-25,Premier League,Home,Arsenal,1,2,L
