Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Attendance,Captain,Formation,Opp Formation,Referee,Match Report,Notes
2020-09-12,17:30,Premier League,Matchweek 1,Sat,Away,L,3,4,Liverpool,0.3,2.7,51,,Luke Ayling,4-1-4-1,4-3-3,Michael Oliver,Match Report,
2020-09-16,19:45,EFL Cup,Second round,Wed,Home,D,1 (8),1 (9),Hull City,,,65,,Kiko Casilla,4-1-4-1,4-2-3-1,David Webb,Match Report,Hull City won on penalty kicks following extra time
2020-09-19,15:00,Premier League,Matchweek 2,Sat,Home,W,4,3,Fulham,1.4,1.7,51,,Liam Cooper,4-1-4-1,4-2-3-1,Anthony Taylor,Match Report,
2020-09-27,12:00,Premier League,Matchweek 3,Sun,Away,W,1,0,Sheffield Utd,1.2,1.4,64,,Liam Cooper,3-1-4-2,3-5-2,Paul Tierney,Match Report,
2020-10-03,17:30,Premier League,Matchweek 4,Sat,Home,D,1,1,Manchester City,2.4,1.2,51,,Liam Cooper,4-1-4-1,4-3-3,Mike Dean,Match Report,
2020-10-19,20:00,Premier League,Matchweek 5,Mon,Home,L,0,1,Wolves,1.0,0.4,66,,Luke Ayling,4-1-4-1,3-5-2,David Coote,Match Report,
2020-10-23,20:00,Premier League,Matchweek 6,Fri,Away,W,3,0,Aston Villa,2.7,1.4,59,,Luke Ayling,4-4-1-1,4-2-3-1,Paul Tierney,Match Report,
2020-11-02,20:00,Premier League,Matchweek 7,Mon,Home,L,1,4,Leicester City,2.1,2.9,67,,Liam Cooper,4-1-4-1,3-4-3,Andre Marriner,Match Report,
2020-11-07,15:00,Premier League,Matchweek 8,Sat,Away,L,1,4,Crystal Palace,0.8,0.9,64,,Liam Cooper,3-3-3-1,4-4-2,Chris Kavanagh,Match Report,
2020-11-22,16:30,Premier League,Matchweek 9,Sun,Home,D,0,0,Arsenal,1.8,0.9,66,,Liam Cooper,4-1-4-1,4-2-3-1,Anthony Taylor,Match Report,
2020-11-28,17:30,Premier League,Matchweek 10,Sat,Away,W,1,0,Everton,2.9,1.2,59,,Liam Cooper,4-4-1-1,3-4-3,Chris Kavanagh,Match Report,
2020-12-05,20:00,Premier League,Matchweek 11,Sat,Away,L,1,3,Chelsea,0.8,4.1,54,2000.0,Liam Cooper,4-4-1-1,4-3-3,Kevin Friend,Match Report,
2020-12-11,20:00,Premier League,Matchweek 12,Fri,Home,L,1,2,West Ham,1.6,1.3,63,,Liam Cooper,4-1-4-1,4-2-3-1,Michael Oliver,Match Report,
2020-12-16,18:00,Premier League,Matchweek 13,Wed,Home,W,5,2,Newcastle Utd,2.7,1.5,68,,Liam Cooper,4-1-4-1,4-4-2,Simon Hooper,Match Report,
2020-12-20,16:30,Premier League,Matchweek 14,Sun,Away,L,2,6,Manchester Utd,1.8,3.6,59,,Liam Cooper,4-1-4-1,4-2-3-1,Anthony Taylor,Match Report,
2020-12-27,12:00,Premier League,Matchweek 15,Sun,Home,W,1,0,Burnley,1.9,1.5,51,,Luke Ayling,3-3-3-1,4-4-2,Robert Jones,Match Report,
2020-12-29,18:00,Premier League,Matchweek 16,Tue,Away,W,5,0,West Brom,1.2,0.5,75,,Luke Ayling,4-1-4-1,4-1-4-1,Lee Mason,Match Report,
2021-01-02,12:30,Premier League,Matchweek 17,Sat,Away,L,0,3,Tottenham,1.1,2.6,63,,Luke Ayling,4-1-4-1,4-2-3-1,David Coote,Match Report,
2021-01-10,13:30,FA Cup,Third round proper,Sun,Away,L,0,3,Crawley Town,,,71,,Liam Cooper,3-4-3◆,4-4-2,Peter Bankes,Match Report,
2021-01-16,15:00,Premier League,Matchweek 19,Sat,Home,L,0,1,Brighton,0.3,1.4,66,,Liam Cooper,4-1-4-1,3-4-3,Kevin Friend,Match Report,
2021-01-26,18:00,Premier League,Matchweek 20,Tue,Away,W,2,1,Newcastle Utd,0.7,1.4,58,,Liam Cooper,4-1-4-1,4-4-1-1,Anthony Taylor,Match Report,
2021-01-31,14:00,Premier League,Matchweek 21,Sun,Away,W,3,1,Leicester City,2.1,1.8,49,,Liam Cooper,4-1-4-1,4-2-3-1,Chris Kavanagh,Match Report,
2021-02-03,19:30,Premier League,Matchweek 22,Wed,Home,L,1,2,Everton,1.3,1.6,63,,Liam Cooper,4-1-4-1,4-2-3-1,Michael Oliver,Match Report,
2021-02-08,20:00,Premier League,Matchweek 23,Mon,Home,W,2,0,Crystal Palace,1.9,0.4,67,,Liam Cooper,4-1-4-1,4-4-2,Andre Marriner,Match Report,
2021-02-14,16:30,Premier League,Matchweek 24,Sun,Away,L,2,4,Arsenal,0.9,2.3,54,,Liam Cooper,4-1-4-1,4-2-3-1,Stuart Attwell,Match Report,
2021-02-19,20:00,Premier League,Matchweek 25,Fri,Away,L,0,1,Wolves,1.7,0.6,58,,Liam Cooper,4-4-1-1,3-4-3,David Coote,Match Report,
2021-02-23,18:00,Premier League,Matchweek 18,Tue,Home,W,3,0,Southampton,1.3,0.9,46,,Liam Cooper,3-3-3-1,4-4-2,Andre Marriner,Match Report,
2021-02-27,17:30,Premier League,Matchweek 26,Sat,Home,L,0,1,Aston Villa,0.9,0.7,69,,Liam Cooper,4-1-4-1,4-3-3,Peter Bankes,Match Report,
2021-03-08,20:00,Premier League,Matchweek 27,Mon,Away,L,0,2,West Ham,1.4,1.8,65,,Liam Cooper,4-1-4-1,4-2-3-1,Mike Dean,Match Report,
2021-03-13,12:30,Premier League,Matchweek 28,Sat,Home,D,0,0,Chelsea,0.4,1.0,38,,Luke Ayling,4-1-4-1,4-2-3-1,Kevin Friend,Match Report,
2021-03-19,20:00,Premier League,Matchweek 29,Fri,Away,W,2,1,Fulham,1.3,1.6,49,,Luke Ayling,4-1-4-1,4-2-3-1,David Coote,Match Report,
2021-04-03,15:00,Premier League,Matchweek 30,Sat,Home,W,2,1,Sheffield Utd,2.4,1.1,54,,Liam Cooper,4-1-4-1,3-5-2,Graham Scott,Match Report,
2021-04-10,12:30,Premier League,Matchweek 31,Sat,Away,W,2,1,Manchester City,0.1,2.1,29,,Liam Cooper,4-1-4-1,4-3-3,Andre Marriner,Match Report,
2021-04-19,20:00,Premier League,Matchweek 32,Mon,Home,D,1,1,Liverpool,2.3,1.4,61,,Luke Ayling,4-1-4-1,4-3-3,Anthony Taylor,Match Report,
2021-04-25,14:00,Premier League,Matchweek 33,Sun,Home,D,0,0,Manchester Utd,0.3,1.2,44,,Luke Ayling,4-1-4-1,4-2-3-1,Craig Pawson,Match Report,
2021-05-01,15:00,Premier League,Matchweek 34,Sat,Away,L,0,2,Brighton,0.6,2.3,58,,Luke Ayling,4-1-4-1,3-4-1-2,Chris Kavanagh,Match Report,
2021-05-08,12:30,Premier League,Matchweek 35,Sat,Home,W,3,1,Tottenham,2.5,0.9,53,,Luke Ayling,4-1-4-1,4-2-3-1,Michael Oliver,Match Report,
2021-05-15,12:30,Premier League,Matchweek 36,Sat,Away,W,4,0,Burnley,1.5,1.3,52,,Luke Ayling,3-3-3-1,4-4-2,Graham Scott,Match Report,
2021-05-18,18:00,Premier League,Matchweek 37,Tue,Away,W,2,0,Southampton,1.7,1.6,49,8000.0,Liam Cooper,3-3-3-1,4-4-2,Peter Bankes,Match Report,
2021-05-23,16:00,Premier League,Matchweek 38,Sun,Home,W,3,1,West Brom,2.3,1.0,64,8000.0,Liam Cooper,3-4-3,5-3-2,David Coote,Match Report,
