Date,Comp,venue,opponent,goals_for,goals_against,result
2023-08-12,Premier League,Home,Fulham,0,1,L
2023-08-20,Premier League,Away,Aston Villa,0,4,L
2023-08-26,Premier League,Home,Wolves,0,1,L
2023-09-02,Premier League,Away,Sheffield Utd,2,2,D
2023-09-17,Premier League,Home,Arsenal,0,1,L
2023-09-23,Premier League,Away,Brentford,3,1,W
2023-09-30,Premier League,Home,Luton Town,1,2,L
2023-10-07,Premier League,Home,Bournemouth,3,0,W
2023-10-21,Premier League,Away,Liverpool,0,2,L
2023-10-29,Premier League,Away,West Ham,1,0,W
2023-11-04,Premier League,Home,Brighton,1,1,D
2023-11-11,Premier League,Away,Crystal Palace,3,2,W
2023-11-26,Premier League,Home,Manchester Utd,0,3,L
2023-12-02,Premier League,Away,Nott'ham Forest,1,0,W
2023-12-07,Premier League,Home,Newcastle Utd,3,0,W
2023-12-10,Premier League,Home,Chelsea,2,0,W
2023-12-16,Premier League,Away,Burnley,2,0,W
2023-12-23,Premier League,Away,Tottenham,1,2,L
2023-12-27,Premier League,Home,Manchester City,1,3,L
2023-12-30,Premier League,Away,Wolves,0,3,L
2024-01-14,Premier League,Home,Aston Villa,0,0,D
2024-01-30,Premier League,Away,Fulham,0,0,D
2024-02-03,Premier League,Home,Tottenham,2,2,D
2024-02-10,Premier League,Away,Manchester City,0,2,L
2024-02-19,Premier League,Home,Crystal Palace,1,1,D
2024-02-24,Premier League,Away,Brighton,1,1,D
2024-03-02,Premier League,Home,West Ham,1,3,L
2024-03-09,Premier League,Away,Manchester Utd,0,2,L
2024-03-30,Premier League,Away,Bournemouth,1,2,L
2024-04-02,Premier League,Away,Newcastle Utd,1,1,D
2024-04-06,Premier League,Home,Burnley,1,0,W
2024-04-15,Premier League,Away,Chelsea,0,6,L
2024-04-21,Premier League,Home,Nott'ham Forest,2,0,W
2024-04-24,Premier League,Home,Liverpool,2,0,W
2024-04-27,Premier League,Home,Brentford,1,0,W
2024-05-03,Premier League,Away,Luton Town,1,1,D
2024-05-11,Premier League,Home,Sheffield Utd,1,0,W
2024-05-19,Premier League,Away,Arsenal,1,2,L
