Date,Comp,venue,opponent,goals_for,goals_against,result
2023-08-13,Premier League,Away,Chelsea,1,1,D
2023-08-19,Premier League,Home,Bournemouth,3,1,W
2023-08-27,Premier League,Away,Newcastle Utd,2,1,W
2023-09-03,Premier League,Home,Aston Villa,3,0,W
2023-09-16,Premier League,Away,Wolves,3,1,W
2023-09-24,Premier League,Home,West Ham,3,1,W
2023-09-30,Premier League,Away,Tottenham,1,2,L
2023-10-08,Premier League,Away,Brighton,2,2,D
2023-10-21,Premier League,Home,Everton,2,0,W
2023-10-29,Premier League,Home,Nott'ham Forest,3,0,W
2023-11-05,Premier League,Away,Luton Town,1,1,D
2023-11-12,Premier League,Home,Brentford,3,0,W
2023-11-25,Premier League,Away,Manchester City,1,1,D
2023-12-03,Premier League,Home,Fulham,4,3,W
2023-12-06,Premier League,Away,Sheffield Utd,2,0,W
2023-12-09,Premier League,Away,Crystal Palace,2,1,W
2023-12-17,Premier League,Home,Manchester Utd,0,0,D
2023-12-23,Premier League,Home,Arsenal,1,1,D
2023-12-26,Premier League,Away,Burnley,2,0,W
2024-01-01,Premier League,Home,Newcastle Utd,4,2,W
2024-01-21,Premier League,Away,Bournemouth,4,0,W
2024-01-31,Premier League,Home,Chelsea,4,1,W
2024-02-04,Premier League,Away,Arsenal,1,3,L
2024-02-10,Premier League,Home,Burnley,3,1,W
2024-02-17,Premier League,Away,Brentford,4,1,W
2024-02-21,Premier League,Home,Luton Town,4,1,W
2024-03-02,Premier League,Away,Nott'ham Forest,1,0,W
2024-03-10,Premier League,Home,Manchester City,1,1,D
2024-03-31,Premier League,Home,Brighton,2,1,W
2024-04-04,Premier League,Home,Sheffield Utd,3,1,W
2024-04-07,Premier League,Away,Manchester Utd,2,2,D
2024-04-14,Premier League,Home,Crystal Palace,0,1,L
2024-04-21,Premier League,Away,Fulham,3,1,W
2024-04-24,Premier League,Away,Everton,0,2,L
2024-04-27,Premier League,Away,West Ham,2,2,D
2024-05-05,Premier League,Home,Tottenham,4,2,W
2024-05-13,Premier League,Away,Aston Villa,3,3,D
2024-05-19,Premier League,Home,Wolves,2,0,W
