Date,Comp,venue,opponent,goals_for,goals_against,result
2022-08-06,Premier League,Away,Everton,1,0,W
2022-08-14,Premier League,Home,Tottenham,2,2,D
2022-08-21,Premier League,Away,Leeds United,0,3,L
2022-08-27,Premier League,Home,Leicester City,2,1,W
2022-08-30,Premier League,Away,Southampton,1,2,L
2022-09-03,Premier League,Home,West Ham,2,1,W
2022-10-01,Premier League,Away,Crystal Palace,2,1,W
2022-10-08,Premier League,Home,Wolves,3,0,W
2022-10-16,Premier League,Away,Aston Villa,2,0,W
2022-10-19,Premier League,Away,Brentford,0,0,D
2022-10-22,Premier League,Home,Manchester Utd,1,1,D
2022-10-29,Premier League,Away,Brighton,1,4,L
2022-11-06,Premier League,Home,Arsenal,0,1,L
2022-11-12,Premier League,Away,Newcastle Utd,0,1,L
2022-12-27,Premier League,Home,Bournemouth,2,0,W
2023-01-01,Premier League,Away,Nott'ham Forest,1,1,D
2023-01-05,Premier League,Home,Manchester City,0,1,L
2023-01-12,Premier League,Away,Fulham,1,2,L
2023-01-15,Premier League,Home,Crystal Palace,1,0,W
2023-01-21,Premier League,Away,Liverpool,0,0,D
2023-02-03,Premier League,Home,Fulham,0,0,D
2023-02-11,Premier League,Away,West Ham,1,1,D
2023-02-18,Premier League,Home,Southampton,0,1,L
2023-02-26,Premier League,Away,Tottenham,0,2,L
2023-03-04,Premier League,Home,Leeds United,1,0,W
2023-03-11,Premier League,Away,Leicester City,3,1,W
2023-03-18,Premier League,Home,Everton,2,2,D
2023-04-01,Premier League,Home,Aston Villa,0,2,L
2023-04-04,Premier League,Home,Liverpool,0,0,D
2023-04-08,Premier League,Away,Wolves,0,1,L
2023-04-15,Premier League,Home,Brighton,1,2,L
2023-04-26,Premier League,Home,Brentford,0,2,L
2023-05-02,Premier League,Away,Arsenal,1,3,L
2023-05-06,Premier League,Away,Bournemouth,3,1,W
2023-05-13,Premier League,Home,Nott'ham Forest,2,2,D
2023-05-21,Premier League,Away,Manchester City,0,1,L
2023-05-25,Premier League,Away,Manchester Utd,1,4,L
2023-05-28,Premier League,Home,Newcastle Utd,1,1,D
