Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Goals,Goals,Goals,Goals,Goals,Expected,Expected,Expected,Expected,Launched,Launched,Launched,Passes,Passes,Passes,Passes,Goal Kicks,Goal Kicks,Goal Kicks,Crosses,Crosses,Crosses,Sweeper,Sweeper,Sweeper
Squad,# Pl,90s,GA,PKA,FK,CK,OG,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp,Att,Cmp%,Att (GK),Thr,Launch%,AvgLen,Att,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist
Angers,1,7.0,11,1,0,3,0,15.7,0.34,4.7,0.68,27,78,34.6,155,39,42.6,35.1,58,20.7,25.5,112,13,11.6,3,0.43,8.6
Auxerre,2,7.0,10,0,0,3,1,9.2,0.29,0.2,0.03,43,150,28.7,200,16,61.5,44.1,39,69.2,51.6,79,4,5.1,14,2.0,20.2
Brest,2,7.0,11,1,0,2,0,10.7,0.37,-0.3,-0.04,58,141,41.1,187,32,52.9,40.3,59,71.2,53.5,112,9,8.0,2,0.29,8.8
Le Havre,1,7.0,10,2,0,2,1,8.1,0.29,-0.9,-0.13,32,85,37.6,230,37,27.0,29.6,51,45.1,36.6,106,13,12.3,10,1.43,13.5
Lens,1,7.0,6,0,0,2,0,7.3,0.32,1.3,0.18,30,81,37.0,175,21,32.6,33.5,59,40.7,34.4,94,5,5.3,3,0.43,12.7
Lille,2,7.0,10,0,1,1,0,13.0,0.49,3.0,0.43,34,82,41.5,204,17,32.8,31.1,48,31.3,30.6,74,2,2.7,8,1.14,15.9
Lorient,2,7.0,16,2,0,3,0,10.9,0.33,-5.1,-0.73,29,69,42.0,174,22,33.3,31.5,47,23.4,23.3,94,9,9.6,9,1.29,13.3
Lyon,2,7.0,5,0,0,2,2,6.8,0.34,3.8,0.54,17,57,29.8,202,25,23.3,26.2,54,18.5,22.3,97,5,5.2,7,1.0,15.1
Marseille,2,7.0,5,0,0,0,0,6.2,0.28,1.2,0.17,27,65,41.5,171,19,29.8,31.6,42,33.3,32.1,73,13,17.8,17,2.43,16.6
Metz,1,7.0,16,2,0,0,1,16.3,0.37,1.3,0.18,21,51,41.2,227,29,17.6,26.0,61,18.0,19.6,96,3,3.1,10,1.43,14.0
Monaco,2,7.0,12,3,0,0,1,8.6,0.26,-2.4,-0.34,19,52,36.5,156,29,28.2,30.6,50,16.0,21.2,88,5,5.7,10,1.43,18.9
Nantes,1,7.0,7,2,0,1,0,7.7,0.17,0.7,0.09,35,84,41.7,241,33,32.0,30.8,65,10.8,19.9,126,6,4.8,9,1.29,12.2
Nice,1,7.0,12,3,0,0,0,11.8,0.27,-0.2,-0.03,15,57,26.3,165,34,24.2,27.0,49,34.7,28.6,92,9,9.8,8,1.14,14.7
Paris FC,2,7.0,13,2,0,2,0,10.4,0.31,-2.6,-0.37,17,68,25.0,227,28,24.2,29.1,54,24.1,28.7,86,1,1.2,8,1.14,14.0
Paris S-G,1,8.0,8,0,0,1,1,6.3,0.26,-0.7,-0.09,10,24,41.7,177,26,7.3,23.5,37,29.7,26.5,62,2,3.2,5,0.63,14.7
Rennes,1,7.0,10,1,0,1,0,11.9,0.36,1.9,0.27,29,94,30.9,268,33,30.2,32.0,61,21.3,26.3,112,7,6.3,5,0.71,15.8
Strasbourg,2,8.0,10,1,0,0,0,9.6,0.29,-0.4,-0.05,23,66,34.8,277,23,19.9,29.6,53,20.8,21.4,111,10,9.0,8,1.0,18.9
Toulouse,1,7.0,12,3,0,2,0,10.1,0.34,-1.9,-0.27,37,89,41.6,133,17,51.9,36.9,53,37.7,30.9,95,8,8.4,5,0.71,12.1
