Date,Comp,venue,opponent,goals_for,goals_against,result
2025-08-23,Bundesliga,Away,St. Pauli,3.0,3.0,D
2025-08-31,Bundesliga,Home,Union Berlin,3.0,0.0,W
2025-09-13,Bundesliga,Away,Heidenheim,2.0,0.0,W
2025-09-21,Bundesliga,Home,Wolfsburg,1.0,0.0,W
2025-09-27,Bundesliga,Away,Mainz 05,2.0,0.0,W
2025-10-04,Bundesliga,Home,RB Leipzig,1.0,1.0,D
2025-10-18,Bundesliga,Away,Bayern Munich,,,
2025-10-25,Bundesliga,Home,Köln,,,
2025-10-31,Bundesliga,Away,Augsburg,,,
2025-11-08,Bundesliga,Away,Hamburger SV,,,
2025-11-22,Bundesliga,Home,Stuttgart,,,
2025-11-29,Bundesliga,Away,Leverkusen,,,
2025-12-06,Bundesliga,Home,Hoffenheim,,,
2025-12-13,Bundesliga,Away,Freiburg,,,
2025-12-20,Bundesliga,Home,Gladbach,,,
2026-01-10,Bundesliga,Away,Eint Frankfurt,,,
2026-01-14,Bundesliga,Home,Werder Bremen,,,
2026-01-17,Bundesliga,Home,St. Pauli,,,
2026-01-24,Bundesliga,Away,Union Berlin,,,
2026-01-31,Bundesliga,Home,Heidenheim,,,
2026-02-07,Bundesliga,Away,Wolfsburg,,,
2026-02-14,Bundesliga,Home,Mainz 05,,,
2026-02-21,Bundesliga,Away,RB Leipzig,,,
2026-02-28,Bundesliga,Home,Bayern Munich,,,
2026-03-07,Bundesliga,Away,Köln,,,
2026-03-14,Bundesliga,Home,Augsburg,,,
2026-03-21,Bundesliga,Home,Hamburger SV,,,
2026-04-04,Bundesliga,Away,Stuttgart,,,
2026-04-11,Bundesliga,Home,Leverkusen,,,
2026-04-18,Bundesliga,Away,Hoffenheim,,,
2026-04-25,Bundesliga,Home,Freiburg,,,
2026-05-02,Bundesliga,Away,Gladbach,,,
2026-05-09,Bundesliga,Home,Eint Frankfurt,,,
2026-05-16,Bundesliga,Away,Werder Bremen,,,
