Date,Comp,venue,opponent,goals_for,goals_against,result
2025-08-23,Bundesliga,Away,Union Berlin,1,2,L
2025-08-30,Bundesliga,Home,Gladbach,1,0,W
2025-09-13,Bundesliga,Away,Freiburg,1,3,L
2025-09-19,Bundesliga,Home,St. Pauli,2,0,W
2025-09-28,Bundesliga,Away,Köln,2,1,W
2025-10-05,Bundesliga,Home,Heidenheim,1,0,W
2025-10-18,Bundesliga,Away,Wolfsburg,,,
2025-10-26,Bundesliga,Home,Mainz 05,,,
2025-11-01,Bundesliga,Away,RB Leipzig,,,
2025-11-09,Bundesliga,Home,Augsburg,,,
2025-11-22,Bundesliga,Away,Dortmund,,,
2025-11-30,Bundesliga,Away,Hamburger SV,,,
2025-12-06,Bundesliga,Home,Bayern Munich,,,
2025-12-13,Bundesliga,Away,Werder Bremen,,,
2025-12-20,Bundesliga,Home,Hoffenheim,,,
2026-01-10,Bundesliga,Away,Leverkusen,,,
2026-01-14,Bundesliga,Home,Eint Frankfurt,,,
2026-01-17,Bundesliga,Home,Union Berlin,,,
2026-01-24,Bundesliga,Away,Gladbach,,,
2026-01-31,Bundesliga,Home,Freiburg,,,
2026-02-07,Bundesliga,Away,St. Pauli,,,
2026-02-14,Bundesliga,Home,Köln,,,
2026-02-21,Bundesliga,Away,Heidenheim,,,
2026-02-28,Bundesliga,Home,Wolfsburg,,,
2026-03-07,Bundesliga,Away,Mainz 05,,,
2026-03-14,Bundesliga,Home,RB Leipzig,,,
2026-03-21,Bundesliga,Away,Augsburg,,,
2026-04-04,Bundesliga,Home,Dortmund,,,
2026-04-11,Bundesliga,Home,Hamburger SV,,,
2026-04-18,Bundesliga,Away,Bayern Munich,,,
2026-04-25,Bundesliga,Home,Werder Bremen,,,
2026-05-02,Bundesliga,Away,Hoffenheim,,,
2026-05-09,Bundesliga,Home,Leverkusen,,,
2026-05-16,Bundesliga,Away,Eint Frankfurt,,,
