Unnamed: 0_level_0,Unnamed: 1_level_0,Home,Home,Home,Home,Home,Home,Home,Home,Home,Home,Home,Home,Home,Away,Away,Away,Away,Away,Away,Away,Away,Away,Away,Away,Away,Away
Rk,Squad,MP,W,D,L,GF,GA,GD,Pts,Pts/MP,xG,xGA,xGD,xGD/90,MP,W,D,L,GF,GA,GD,Pts,Pts/MP,xG,xGA,xGD,xGD/90
1,Paris S-G,4,3,1,0,8,3,5,10,2.5,7.3,4.7,2.6,0.64,4,2,1,1,8,5,3,7,1.75,6.1,3.9,2.2,0.56
2,Strasbourg,4,3,0,1,8,2,6,9,2.25,9.1,3.4,5.7,1.43,4,2,1,1,9,8,1,7,1.75,6.5,6.5,0.1,0.02
3,Marseille,3,3,0,0,10,2,8,9,3.0,5.6,1.9,3.7,1.24,4,2,0,2,5,3,2,6,1.5,7.1,5.3,1.8,0.46
4,Lyon,4,3,0,1,6,2,4,9,2.25,8.0,3.5,4.6,1.14,3,2,0,1,3,3,0,6,2.0,3.6,4.9,-1.3,-0.44
5,Monaco,4,3,1,0,13,7,6,10,2.5,10.1,5.4,4.7,1.17,3,1,0,2,3,5,-2,3,1.0,3.6,5.7,-2.0,-0.68
6,Lens,3,2,0,1,6,2,4,6,2.0,8.8,4.3,4.5,1.5,4,2,1,1,4,4,0,7,1.75,4.0,5.7,-1.7,-0.41
7,Lille,4,2,1,1,4,3,1,7,1.75,7.0,4.1,2.9,0.73,3,1,1,1,10,7,3,4,1.33,6.9,6.6,0.3,0.1
8,Paris FC,3,2,0,1,7,5,2,6,2.0,5.8,4.5,1.3,0.42,4,1,1,2,5,8,-3,4,1.0,5.3,6.7,-1.4,-0.35
9,Toulouse,3,1,1,1,7,8,-1,4,1.33,5.5,4.8,0.8,0.25,4,2,0,2,4,4,0,6,1.5,4.8,4.7,0.1,0.01
10,Rennes,3,2,1,0,4,1,3,7,2.33,4.7,4.4,0.3,0.11,4,0,3,1,5,9,-4,3,0.75,3.9,7.9,-4.0,-1.0
11,Brest,4,1,2,1,8,6,2,5,1.25,7.9,5.7,2.3,0.57,3,1,0,2,3,5,-2,3,1.0,3.6,5.6,-2.0,-0.68
12,Nice,4,2,1,1,5,3,2,7,1.75,5.3,4.6,0.7,0.18,3,0,1,2,4,9,-5,1,0.33,4.0,7.5,-3.5,-1.15
13,Lorient,3,2,0,1,8,8,0,6,2.0,5.9,4.5,1.4,0.46,4,0,1,3,1,8,-7,1,0.25,3.4,6.8,-3.4,-0.86
14,Nantes,3,1,1,1,3,3,0,4,1.33,2.7,3.5,-0.8,-0.27,4,0,2,2,2,4,-2,2,0.5,2.6,7.0,-4.4,-1.1
15,Le Havre,4,1,2,1,7,6,1,5,1.25,8.2,3.9,4.3,1.07,3,0,1,2,1,4,-3,1,0.33,1.5,3.6,-2.2,-0.72
16,Auxerre,4,2,0,2,4,4,0,6,1.5,4.6,5.3,-0.8,-0.19,3,0,0,3,1,6,-5,0,0.0,2.9,4.1,-1.2,-0.4
17,Angers,3,1,1,1,2,3,-1,4,1.33,2.7,3.9,-1.2,-0.41,4,0,1,3,1,8,-7,1,0.25,4.0,9.9,-5.9,-1.47
18,Metz,4,0,2,2,1,5,-4,2,0.5,2.6,6.0,-3.4,-0.86,3,0,0,3,4,11,-7,0,0.0,4.5,9.4,-4.9,-1.64
