Date,Comp,venue,opponent,goals_for,goals_against,result
2022-08-15,Serie A,Home,Sassuolo,3,0,W
2022-08-22,Serie A,Away,Sampdoria,0,0,D
2022-08-27,Serie A,Home,Roma,1,1,D
2022-08-31,Serie A,Home,Spezia,2,0,W
2022-09-03,Serie A,Away,Fiorentina,1,1,D
2022-09-11,Serie A,Home,Salernitana,2,2,D
2022-09-18,Serie A,Away,Monza,0,1,L
2022-10-02,Serie A,Home,Bologna,3,0,W
2022-10-08,Serie A,Away,Milan,0,2,L
2022-10-15,Serie A,Away,Torino,1,0,W
2022-10-21,Serie A,Home,Empoli,4,0,W
2022-10-29,Serie A,Away,Lecce,1,0,W
2022-11-06,Serie A,Home,Inter,2,0,W
2022-11-10,Serie A,Away,Hellas Verona,1,0,W
2022-11-13,Serie A,Home,Lazio,3,0,W
2023-01-04,Serie A,Away,Cremonese,1,0,W
2023-01-07,Serie A,Home,Udinese,1,0,W
2023-01-13,Serie A,Away,Napoli,1,5,L
2023-01-22,Serie A,Home,Atalanta,3,3,D
2023-01-29,Serie A,Home,Monza,0,2,L
2023-02-07,Serie A,Away,Salernitana,3,0,W
2023-02-12,Serie A,Home,Fiorentina,1,0,W
2023-02-19,Serie A,Away,Spezia,2,0,W
2023-02-28,Serie A,Home,Torino,4,2,W
2023-03-05,Serie A,Away,Roma,0,1,L
2023-03-12,Serie A,Home,Sampdoria,4,2,W
2023-03-19,Serie A,Away,Inter,1,0,W
2023-04-01,Serie A,Home,Hellas Verona,1,0,W
2023-04-08,Serie A,Away,Lazio,1,2,L
2023-04-16,Serie A,Away,Sassuolo,0,1,L
2023-04-23,Serie A,Home,Napoli,0,1,L
2023-04-30,Serie A,Away,Bologna,1,1,D
2023-05-03,Serie A,Home,Lecce,2,1,W
2023-05-07,Serie A,Away,Atalanta,2,0,W
2023-05-14,Serie A,Home,Cremonese,2,0,W
2023-05-22,Serie A,Away,Empoli,1,4,L
2023-05-28,Serie A,Home,Milan,0,1,L
2023-06-04,Serie A,Away,Udinese,1,0,W
