Date,Comp,venue,opponent,goals_for,goals_against,result
2022-08-14,Serie A,Home,Empoli,1,0,W
2022-08-20,Serie A,Away,Inter,0,3,L
2022-08-27,Serie A,Home,Sassuolo,2,2,D
2022-08-31,Serie A,Away,Juventus,0,2,L
2022-09-04,Serie A,Home,Bologna,2,2,D
2022-09-10,Serie A,Away,Napoli,0,1,L
2022-09-17,Serie A,Home,Sampdoria,2,1,W
2022-10-02,Serie A,Away,Lazio,0,4,L
2022-10-09,Serie A,Away,Monza,0,2,L
2022-10-16,Serie A,Home,Cremonese,2,2,D
2022-10-22,Serie A,Away,Salernitana,0,1,L
2022-10-30,Serie A,Home,Fiorentina,1,2,L
2022-11-05,Serie A,Away,Milan,1,2,L
2022-11-08,Serie A,Home,Udinese,1,1,D
2022-11-13,Serie A,Away,Hellas Verona,2,1,W
2023-01-04,Serie A,Home,Atalanta,2,2,D
2023-01-08,Serie A,Home,Lecce,0,0,D
2023-01-15,Serie A,Away,Torino,1,0,W
2023-01-22,Serie A,Home,Roma,0,2,L
2023-01-27,Serie A,Away,Bologna,0,2,L
2023-02-05,Serie A,Home,Napoli,0,3,L
2023-02-11,Serie A,Away,Empoli,2,2,D
2023-02-19,Serie A,Home,Juventus,0,2,L
2023-02-26,Serie A,Away,Udinese,2,2,D
2023-03-05,Serie A,Home,Hellas Verona,0,0,D
2023-03-10,Serie A,Home,Inter,2,1,W
2023-03-17,Serie A,Away,Sassuolo,0,1,L
2023-04-02,Serie A,Home,Salernitana,1,1,D
2023-04-08,Serie A,Away,Fiorentina,1,1,D
2023-04-14,Serie A,Home,Lazio,0,3,L
2023-04-22,Serie A,Away,Sampdoria,1,1,D
2023-04-28,Serie A,Home,Monza,0,2,L
2023-05-03,Serie A,Away,Atalanta,2,3,L
2023-05-06,Serie A,Away,Cremonese,0,2,L
2023-05-13,Serie A,Home,Milan,2,0,W
2023-05-21,Serie A,Away,Lecce,0,0,D
2023-05-27,Serie A,Home,Torino,0,4,L
2023-06-04,Serie A,Away,Roma,1,2,L
2023-06-11,Serie A,Home,Hellas Verona,1,3,L
