Unnamed: 0_level_0,Unnamed: 1_level_0,Home,Home,Home,Home,Home,Home,Home,Home,Home,Home,Home,Home,Home,Away,Away,Away,Away,Away,Away,Away,Away,Away,Away,Away,Away,Away
Rk,Squad,MP,W,D,L,GF,GA,GD,Pts,Pts/MP,xG,xGA,xGD,xGD/90,MP,W,D,L,GF,GA,GD,Pts,Pts/MP,xG,xGA,xGD,xGD/90
1,Napoli,19,14,3,2,40,15,25,45,2.37,31.7,13.9,17.8,0.94,19,14,3,2,37,13,24,45,2.37,33.0,17.9,15.1,0.8
2,Lazio,19,11,4,4,32,18,14,37,1.95,25.0,21.3,3.6,0.19,19,11,4,4,28,12,16,37,1.95,26.2,20.0,6.2,0.33
3,Inter,19,14,0,5,37,14,23,42,2.21,34.3,15.0,19.3,1.01,19,9,3,7,34,28,6,30,1.58,33.7,21.4,12.3,0.65
4,Milan,19,13,4,2,41,20,21,43,2.26,33.2,18.5,14.7,0.77,19,7,6,6,23,23,0,27,1.42,25.6,22.6,3.0,0.16
5,Atalanta,19,10,3,6,38,26,12,33,1.74,32.6,17.7,14.9,0.78,19,9,4,6,28,22,6,31,1.63,25.1,23.7,1.4,0.07
6,Roma,19,11,3,5,28,15,13,36,1.89,30.3,17.1,13.2,0.7,19,7,6,6,22,23,-1,27,1.42,27.3,15.2,12.2,0.64
7,Juventus,19,13,3,3,38,15,23,42,2.21,30.9,16.2,14.6,0.77,19,9,3,7,18,18,0,30,1.58,24.4,25.3,-0.9,-0.05
8,Fiorentina,19,9,6,4,30,22,8,33,1.74,34.3,19.9,14.4,0.76,19,6,5,8,23,21,2,23,1.21,20.7,23.5,-2.7,-0.14
9,Bologna,19,7,9,3,24,14,10,30,1.58,22.0,21.6,0.4,0.02,19,7,3,9,29,35,-6,24,1.26,21.9,27.1,-5.3,-0.28
10,Torino,19,5,7,7,15,19,-4,22,1.16,19.6,16.7,2.9,0.16,19,9,4,6,27,22,5,31,1.63,22.1,23.3,-1.1,-0.06
11,Monza,19,7,5,7,25,22,3,26,1.37,25.9,22.3,3.6,0.19,19,7,5,7,23,30,-7,26,1.37,20.1,29.1,-9.0,-0.47
12,Udinese,19,6,9,4,30,20,10,27,1.42,27.5,23.1,4.5,0.24,19,5,4,10,17,28,-11,19,1.0,19.4,28.8,-9.4,-0.49
13,Sassuolo,19,8,4,7,24,23,1,28,1.47,23.6,23.0,0.6,0.03,19,4,5,10,23,38,-15,17,0.89,28.0,26.8,1.3,0.07
14,Empoli,19,8,4,7,22,23,-1,28,1.47,23.5,27.6,-4.1,-0.22,19,2,9,8,15,26,-11,15,0.79,15.3,30.6,-15.4,-0.81
15,Salernitana,19,7,6,6,30,26,4,27,1.42,20.3,32.2,-11.8,-0.62,19,2,9,8,18,36,-18,15,0.79,16.3,35.0,-18.6,-0.98
16,Lecce,19,3,8,8,18,24,-6,17,0.89,20.4,17.9,2.5,0.13,19,5,4,10,15,22,-7,19,1.0,15.9,24.5,-8.6,-0.45
17,Spezia,19,4,8,7,18,30,-12,20,1.05,21.4,30.2,-8.7,-0.46,19,2,5,12,13,32,-19,11,0.58,20.1,29.3,-9.3,-0.49
18,Hellas Verona,19,6,3,10,20,32,-12,21,1.11,20.2,27.1,-7.0,-0.37,19,1,7,11,11,27,-16,10,0.53,15.7,22.8,-7.1,-0.38
19,Cremonese,19,4,4,11,15,31,-16,16,0.84,19.0,34.0,-15.0,-0.79,19,1,8,10,21,38,-17,11,0.58,19.7,32.0,-12.4,-0.65
20,Sampdoria,19,1,7,11,12,28,-16,10,0.53,18.8,30.6,-11.8,-0.62,19,2,3,14,12,43,-31,9,0.47,15.4,35.8,-20.4,-1.07
