Date,Comp,venue,opponent,goals_for,goals_against,result
2023-08-20,Serie A,Home,Juventus,0,3,L
2023-08-28,Serie A,Away,Salernitana,1,1,D
2023-09-02,Serie A,Home,Frosinone,0,0,D
2023-09-17,Serie A,Away,Cagliari,0,0,D
2023-09-24,Serie A,Home,Fiorentina,0,2,L
2023-09-27,Serie A,Away,Napoli,1,4,L
2023-10-01,Serie A,Home,Genoa,2,2,D
2023-10-06,Serie A,Away,Empoli,0,0,D
2023-10-23,Serie A,Home,Lecce,1,1,D
2023-10-29,Serie A,Away,Monza,1,1,D
2023-11-04,Serie A,Away,Milan,1,0,W
2023-11-12,Serie A,Home,Atalanta,1,1,D
2023-11-26,Serie A,Away,Roma,1,3,L
2023-12-03,Serie A,Home,Hellas Verona,3,3,D
2023-12-09,Serie A,Away,Inter,0,4,L
2023-12-17,Serie A,Home,Sassuolo,2,2,D
2023-12-23,Serie A,Away,Torino,1,1,D
2023-12-30,Serie A,Home,Bologna,3,0,W
2024-01-07,Serie A,Home,Lazio,1,2,L
2024-01-14,Serie A,Away,Fiorentina,2,2,D
2024-01-20,Serie A,Home,Milan,2,3,L
2024-01-27,Serie A,Away,Atalanta,0,2,L
2024-02-03,Serie A,Home,Monza,0,0,D
2024-02-12,Serie A,Away,Juventus,1,0,W
2024-02-18,Serie A,Home,Cagliari,1,1,D
2024-02-24,Serie A,Away,Genoa,0,2,L
2024-03-02,Serie A,Home,Salernitana,1,1,D
2024-03-11,Serie A,Away,Lazio,2,1,W
2024-03-16,Serie A,Home,Torino,0,2,L
2024-04-01,Serie A,Away,Sassuolo,1,1,D
2024-04-08,Serie A,Home,Inter,1,2,L
2024-04-20,Serie A,Away,Hellas Verona,0,1,L
2024-04-25,Serie A,Home,Roma,1,2,L
2024-04-28,Serie A,Away,Bologna,1,1,D
2024-05-06,Serie A,Home,Napoli,1,1,D
2024-05-13,Serie A,Away,Lecce,2,0,W
2024-05-19,Serie A,Home,Empoli,1,1,D
2024-05-26,Serie A,Away,Frosinone,1,0,W
