Date,Comp,venue,opponent,goals_for,goals_against,result
2020-09-26,Serie A,Away,Cagliari,2,0,W
2020-09-30,Serie A,Home,Atalanta,1,4,L
2020-10-04,Serie A,Home,Inter,1,1,D
2020-10-17,Serie A,Away,Sampdoria,0,3,L
2020-10-24,Serie A,Home,Bologna,2,1,W
2020-11-01,Serie A,Away,Torino,4,3,W
2020-11-08,Serie A,Home,Juventus,1,1,D
2020-11-21,Serie A,Away,Crotone,2,0,W
2020-11-29,Serie A,Home,Udinese,1,3,L
2020-12-05,Serie A,Away,Spezia,2,1,W
2020-12-12,Serie A,Home,Hellas Verona,1,2,L
2020-12-15,Serie A,Away,Benevento,1,1,D
2020-12-20,Serie A,Home,Napoli,2,0,W
2020-12-23,Serie A,Away,Milan,2,3,L
2021-01-03,Serie A,Away,Genoa,1,1,D
2021-01-06,Serie A,Home,Fiorentina,2,1,W
2021-01-10,Serie A,Away,Parma,2,0,W
2021-01-15,Serie A,Home,Roma,3,0,W
2021-01-24,Serie A,Home,Sassuolo,2,1,W
2021-01-31,Serie A,Away,Atalanta,3,1,W
2021-02-07,Serie A,Home,Cagliari,1,0,W
2021-02-14,Serie A,Away,Inter,1,3,L
2021-02-20,Serie A,Home,Sampdoria,1,0,W
2021-02-27,Serie A,Away,Bologna,0,2,L
2021-03-06,Serie A,Away,Juventus,1,3,L
2021-03-12,Serie A,Home,Crotone,3,2,W
2021-03-21,Serie A,Away,Udinese,1,0,W
2021-04-03,Serie A,Home,Spezia,2,1,W
2021-04-11,Serie A,Away,Hellas Verona,1,0,W
2021-04-18,Serie A,Home,Benevento,5,3,W
2021-04-22,Serie A,Away,Napoli,2,5,L
2021-04-26,Serie A,Home,Milan,3,0,W
2021-05-02,Serie A,Home,Genoa,4,3,W
2021-05-08,Serie A,Away,Fiorentina,0,2,L
2021-05-12,Serie A,Home,Parma,1,0,W
2021-05-15,Serie A,Away,Roma,0,2,L
2021-05-18,Serie A,Home,Torino,0,0,D
2021-05-23,Serie A,Away,Sassuolo,0,2,L
