Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Attendance,Captain,Formation,Opp Formation,Referee,Match Report,Notes
2021-08-23,20:45,Serie A,Matchweek 1,Mon,Away,W,1,0,Sampdoria,0.9,1.1,50,5000,Davide Calabria,4-2-3-1,4-4-2,Marco Guida,Match Report,
2021-08-29,20:45,Serie A,Matchweek 2,Sun,Home,W,4,1,Cagliari,2.7,0.6,57,31946,Davide Calabria,4-2-3-1,3-5-2,Marco Serra,Match Report,
2021-09-12,18:00,Serie A,Matchweek 3,Sun,Home,W,2,0,Lazio,2.9,0.3,47,36207,Alessio Romagnoli,4-2-3-1,4-3-3,Daniele Chiffi,Match Report,
2021-09-15,20:00,Champions Lg,Group stage,Wed,Away,L,2,3,eng Liverpool,1.6,2.5,40,51445,Davide Calabria,4-2-3-1,4-3-3,Szymon Marciniak,Match Report,
2021-09-19,20:45,Serie A,Matchweek 4,Sun,Away,D,1,1,Juventus,0.8,1.3,56,18785,Alessio Romagnoli,4-2-3-1,4-4-2,Daniele Doveri,Match Report,
2021-09-22,20:45,Serie A,Matchweek 5,Wed,Home,W,2,0,Venezia,1.6,0.8,66,26185,Alessio Romagnoli,4-2-3-1,4-3-3,Ivan Pezzuto,Match Report,
2021-09-25,15:00,Serie A,Matchweek 6,Sat,Away,W,2,1,Spezia,1.3,1.1,63,3618,Alessio Romagnoli,4-2-3-1,4-1-4-1,Gianluca Manganiello,Match Report,
2021-09-28,21:00,Champions Lg,Group stage,Tue,Home,L,1,2,es Atlético Madrid,0.7,2.1,36,35374,Alessio Romagnoli,4-2-3-1,4-4-2,Cüneyt Çakιr,Match Report,
2021-10-03,20:45,Serie A,Matchweek 7,Sun,Away,W,3,2,Atalanta,2.7,2.1,44,9363,Davide Calabria,4-2-3-1,3-4-1-2,Marco Di Bello,Match Report,
2021-10-16,20:45,Serie A,Matchweek 8,Sat,Home,W,3,2,Hellas Verona,1.7,1.6,54,40128,Alessio Romagnoli,4-2-3-1,3-4-3,Alessandro Prontera,Match Report,
2021-10-19,20:00,Champions Lg,Group stage,Tue,Away,L,0,1,pt Porto,0.2,1.1,48,32130,Davide Calabria,4-2-3-1,4-4-2,Felix Brych,Match Report,
2021-10-23,20:45,Serie A,Matchweek 9,Sat,Away,W,4,2,Bologna,1.0,0.9,63,22167,Davide Calabria,4-2-3-1,3-4-3,Paolo Valeri,Match Report,
2021-10-26,20:45,Serie A,Matchweek 10,Tue,Home,W,1,0,Torino,0.9,0.6,45,35929,Alessio Romagnoli,4-2-3-1,3-4-3,Gianluca Aureliano,Match Report,
