Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Attendance,Captain,Formation,Opp Formation,Referee,Match Report,Notes
2021-08-15,20:45,Coppa Italia,First round,Sun,Home,D,1 (8),1 (7),Frosinone,,,60,250,Pietro Ceccaroni,4-3-3,4-3-3,Alessandro Prontera,Match Report,Venezia won on penalty kicks following extra time
2021-08-22,20:45,Serie A,Matchweek 1,Sun,Away,L,0,2,Napoli,0.6,2.2,44,20000,Cristian Molinaro,4-3-3,4-3-3,Gianluca Aureliano,Match Report,
2021-08-27,18:30,Serie A,Matchweek 2,Fri,Away,L,0,3,Udinese,1.2,2.2,55,8274,Pietro Ceccaroni,4-3-3,3-5-1-1,Livio Marinelli,Match Report,
2021-09-11,15:00,Serie A,Matchweek 3,Sat,Away,W,2,1,Empoli,1.7,1.9,32,2511,Pietro Ceccaroni,4-3-3,4-1-3-2,Antonio Rapuano,Match Report,
2021-09-19,15:00,Serie A,Matchweek 4,Sun,Home,L,1,2,Spezia,0.9,0.4,45,3688,Cristian Molinaro,4-4-2,4-2-3-1,Rosario Abisso,Match Report,
2021-09-22,20:45,Serie A,Matchweek 5,Wed,Away,L,0,2,Milan,0.8,1.6,34,26185,Cristian Molinaro,4-3-3,4-2-3-1,Ivan Pezzuto,Match Report,
2021-09-27,20:45,Serie A,Matchweek 6,Mon,Home,D,1,1,Torino,1.5,1.1,44,4888,Pietro Ceccaroni,4-4-2,3-4-3,Lorenzo Maggioni,Match Report,
2021-10-01,20:45,Serie A,Matchweek 7,Fri,Away,D,1,1,Cagliari,0.7,0.5,58,8135,Pietro Ceccaroni,4-4-2,3-5-2,Manuel Volpi,Match Report,
2021-10-18,20:45,Serie A,Matchweek 8,Mon,Home,W,1,0,Fiorentina,1.1,0.4,39,8043,Pietro Ceccaroni,4-3-2-1,4-3-3,Luca Massimi,Match Report,
2021-10-23,18:00,Serie A,Matchweek 9,Sat,Away,L,1,3,Sassuolo,0.6,1.5,37,4482,Pietro Ceccaroni,4-4-2,4-2-3-1,Antonio Di Martino,Match Report,
2021-10-26,18:30,Serie A,Matchweek 10,Tue,Home,L,1,2,Salernitana,0.7,1.3,45,5103,Cristian Molinaro,4-3-3,4-3-3,Marco Di Bello,Match Report,
2021-10-31,15:00,Serie A,Matchweek 11,Sun,Away,D,0,0,Genoa,0.6,0.8,37,7920,Pietro Ceccaroni,4-3-3,4-3-1-2,Maurizio Mariani,Match Report,
2021-11-07,12:30,Serie A,Matchweek 12,Sun,Home,W,3,2,Roma,2.9,3.8,39,8263,Pietro Ceccaroni,4-3-3,3-4-1-2,Gianluca Aureliano,Match Report,
2021-11-21,15:00,Serie A,Matchweek 13,Sun,Away,W,1,0,Bologna,0.7,1.3,33,15255,Pietro Ceccaroni,4-3-1-2,3-4-3,Daniele Chiffi,Match Report,
2021-11-27,20:45,Serie A,Matchweek 14,Sat,Home,L,0,2,Inter,0.2,2.5,44,8303,Pietro Ceccaroni,4-3-2-1,3-5-2,Livio Marinelli,Match Report,
2021-11-30,18:30,Serie A,Matchweek 15,Tue,Away,L,0,4,Atalanta,0.6,2.5,42,8667,Pietro Ceccaroni,4-3-1-2,3-4-3,Alberto Santoro,Match Report,
2021-12-05,15:00,Serie A,Matchweek 16,Sun,Home,L,3,4,Hellas Verona,1.5,2.0,44,7608,Cristian Molinaro,4-3-3,3-4-1-2,Alessandro Prontera,Match Report,
2021-12-11,18:00,Serie A,Matchweek 17,Sat,Home,D,1,1,Juventus,0.4,1.9,40,8350,Marco Modolo,4-3-1-2,4-2-3-1,Paolo Valeri,Match Report,
2021-12-14,15:00,Coppa Italia,Second round,Tue,Home,W,3,1,Ternana,,,56,5219,Marco Modolo,4-3-2-1,4-2-3-1,Daniele Minelli,Match Report,
2021-12-19,18:00,Serie A,Matchweek 18,Sun,Away,D,1,1,Sampdoria,1.0,1.5,51,5735,Pietro Ceccaroni,4-3-3,4-3-1-2,Rosario Abisso,Match Report,
2021-12-22,16:30,Serie A,Matchweek 19,Wed,Home,L,1,3,Lazio,0.8,1.4,47,7894,Pietro Ceccaroni,4-3-2-1,4-3-3,Fabio Maresca,Match Report,
2022-01-09,12:30,Serie A,Matchweek 21,Sun,Home,L,0,3,Milan,0.5,2.9,39,5000,Pietro Ceccaroni,4-3-2-1,4-2-3-1,Massimiliano Irrati,Match Report,
2022-01-12,17:30,Coppa Italia,Round of 16,Wed,Away,L,0,2,Atalanta,,,46,2757,Cristian Molinaro,3-4-3,3-4-3,Ivan Pezzuto,Match Report,
2022-01-16,15:00,Serie A,Matchweek 22,Sun,Home,D,1,1,Empoli,1.3,1.6,50,3805,Cristian Molinaro,4-3-2-1,4-3-2-1,Piero Giacomelli,Match Report,
2022-01-22,18:00,Serie A,Matchweek 23,Sat,Away,L,1,2,Inter,0.2,2.9,30,5000,Marco Modolo,3-5-2,3-5-2,Matteo Marchetti,Match Report,
2022-02-06,15:00,Serie A,Matchweek 24,Sun,Home,L,0,2,Napoli,0.4,1.5,34,5554,Pietro Ceccaroni,4-3-3,4-2-3-1,Maurizio Mariani,Match Report,
