Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Attendance,Captain,Formation,Opp Formation,Referee,Match Report,Notes
2020-09-19,18:00,Serie A,Matchweek 1,Sat,Home,W,1,0,Torino,1.9,0.7,50.0,,Franck Ribéry,3-5-2,4-3-1-2,Rosario Abisso,Match Report,
2020-09-26,20:45,Serie A,Matchweek 2,Sat,Away,L,3,4,Inter,2.4,2.3,33.0,1000.0,Franck Ribéry,3-5-2,3-4-1-2,Giampaolo Calvarese,Match Report,
2020-10-02,20:45,Serie A,Matchweek 3,Fri,Home,L,1,2,Sampdoria,1.7,2.2,64.0,1000.0,Federico Chiesa,3-5-2,4-4-2,Piero Giacomelli,Match Report,
2020-10-18,15:00,Serie A,Matchweek 4,Sun,Away,D,2,2,Spezia,1.0,0.9,48.0,1000.0,Germán Pezzella,3-5-2,4-3-3,Gianluca Manganiello,Match Report,
2020-10-25,18:00,Serie A,Matchweek 5,Sun,Home,W,3,2,Udinese,1.1,2.6,45.0,1000.0,Germán Pezzella,3-5-2,3-5-2,Francesco Fourneau,Match Report,
2020-10-28,17:30,Coppa Italia,Third round,Wed,Home,W,2,1,Padova,,,,,,,,Alberto Santoro,Match Report,
2020-11-01,18:00,Serie A,Matchweek 6,Sun,Away,L,0,2,Roma,0.4,3.0,59.0,,Franck Ribéry,3-5-2,3-4-3,Daniele Orsato,Match Report,
2020-11-07,20:45,Serie A,Matchweek 7,Sat,Away,D,0,0,Parma,0.5,0.2,64.0,,Franck Ribéry,3-5-2,3-5-2,Federico La Penna,Match Report,
2020-11-22,12:30,Serie A,Matchweek 8,Sun,Home,L,0,1,Benevento,1.1,0.6,62.0,,Germán Pezzella,4-2-3-1,4-3-2-1,Davide Ghersini,Match Report,
2020-11-25,17:30,Coppa Italia,Fourth round,Wed,Away,W,1,0,Udinese,,,,,,,,Marco Serra,Match Report,Required Extra Time
2020-11-29,15:00,Serie A,Matchweek 9,Sun,Away,L,0,2,Milan,0.7,2.6,56.0,,Germán Pezzella,4-3-3,4-2-3-1,Rosario Abisso,Match Report,
2020-12-07,20:45,Serie A,Matchweek 10,Mon,Home,D,1,1,Genoa,2.6,1.3,61.0,,Germán Pezzella,4-3-3,4-1-2-1-2,Daniele Doveri,Match Report,
2020-12-13,15:00,Serie A,Matchweek 11,Sun,Away,L,0,3,Atalanta,0.3,2.7,47.0,,Germán Pezzella,4-2-3-1,3-4-3,Maurizio Mariani,Match Report,
2020-12-16,20:45,Serie A,Matchweek 12,Wed,Home,D,1,1,Sassuolo,2.1,1.6,34.0,,Germán Pezzella,3-5-2,4-2-3-1,Paolo Valeri,Match Report,
2020-12-19,15:00,Serie A,Matchweek 13,Sat,Home,D,1,1,Hellas Verona,1.6,1.5,59.0,,Germán Pezzella,3-5-1-1,3-4-3,Francesco Fourneau,Match Report,
2020-12-22,20:45,Serie A,Matchweek 14,Tue,Away,W,3,0,Juventus,1.6,0.5,46.0,,Germán Pezzella,3-5-2,3-5-2,Federico La Penna,Match Report,
2021-01-03,15:00,Serie A,Matchweek 15,Sun,Home,D,0,0,Bologna,0.5,0.8,47.0,,Germán Pezzella,3-5-2,4-2-3-1,Daniele Orsato,Match Report,
2021-01-06,15:00,Serie A,Matchweek 16,Wed,Away,L,1,2,Lazio,1.7,1.5,55.0,,Germán Pezzella,3-5-2,3-5-2,Rosario Abisso,Match Report,
2021-01-10,18:00,Serie A,Matchweek 17,Sun,Home,W,1,0,Cagliari,1.9,1.2,52.0,,Germán Pezzella,3-4-3,4-1-2-1-2,Piero Giacomelli,Match Report,
2021-01-13,15:00,Coppa Italia,Round of 16,Wed,Home,L,1,2,Inter,,,45.0,,,,,Davide Massa,Match Report,Required Extra Time
2021-01-17,12:30,Serie A,Matchweek 18,Sun,Away,L,0,6,Napoli,1.0,2.0,52.0,,Germán Pezzella,3-4-3,4-2-3-1,Daniele Chiffi,Match Report,
2021-01-23,20:45,Serie A,Matchweek 19,Sat,Home,W,2,1,Crotone,1.2,0.7,45.0,,Germán Pezzella,3-5-2,3-5-2,Marco Piccinini,Match Report,
2021-01-29,20:45,Serie A,Matchweek 20,Fri,Away,D,1,1,Torino,1.4,2.2,48.0,,Germán Pezzella,3-5-2,3-5-2,Marco Di Bello,Match Report,
2021-02-05,20:45,Serie A,Matchweek 21,Fri,Home,L,0,2,Inter,0.6,2.2,45.0,,Germán Pezzella,5-3-2,3-5-2,Federico La Penna,Match Report,
2021-02-14,15:00,Serie A,Matchweek 22,Sun,Away,L,1,2,Sampdoria,1.3,1.1,51.0,,Germán Pezzella,3-5-2,4-4-1-1,Fabio Maresca,Match Report,
2021-02-19,18:30,Serie A,Matchweek 23,Fri,Home,W,3,0,Spezia,2.0,1.0,38.0,,Germán Pezzella,3-5-2,4-3-3,Giampaolo Calvarese,Match Report,
2021-02-28,15:00,Serie A,Matchweek 24,Sun,Away,L,0,1,Udinese,0.4,0.7,54.0,,Germán Pezzella,3-5-2,3-5-2,Manuel Volpi,Match Report,
2021-03-03,20:45,Serie A,Matchweek 25,Wed,Home,L,1,2,Roma,0.5,1.7,41.0,,Germán Pezzella,3-5-2,3-4-3,Giampaolo Calvarese,Match Report,
2021-03-07,15:00,Serie A,Matchweek 26,Sun,Home,D,3,3,Parma,1.1,2.7,42.0,,Germán Pezzella,3-5-1-1,4-3-1-2,Rosario Abisso,Match Report,
2021-03-13,18:00,Serie A,Matchweek 27,Sat,Away,W,4,1,Benevento,1.9,1.9,40.0,,Germán Pezzella,3-5-2,4-3-3,Piero Giacomelli,Match Report,
2021-03-21,18:00,Serie A,Matchweek 28,Sun,Home,L,2,3,Milan,0.4,1.7,40.0,,Germán Pezzella,4-4-2,4-2-3-1,Marco Guida,Match Report,
2021-04-03,15:00,Serie A,Matchweek 29,Sat,Away,D,1,1,Genoa,0.9,1.1,44.0,,Germán Pezzella,3-5-2,3-5-2,Fabio Maresca,Match Report,
2021-04-11,20:45,Serie A,Matchweek 30,Sun,Home,L,2,3,Atalanta,1.4,3.0,40.0,,Germán Pezzella,3-5-2,3-4-1-2,Juan Sacchi,Match Report,
2021-04-17,18:00,Serie A,Matchweek 31,Sat,Away,L,1,3,Sassuolo,0.8,2.2,29.0,,Germán Pezzella,3-5-2,4-2-3-1,Gianluca Aureliano,Match Report,
2021-04-20,20:45,Serie A,Matchweek 32,Tue,Away,W,2,1,Hellas Verona,1.3,1.9,36.0,,Germán Pezzella,3-5-2,3-4-3,Alessandro Prontera,Match Report,
2021-04-25,15:00,Serie A,Matchweek 33,Sun,Home,D,1,1,Juventus,1.3,1.2,33.0,,Germán Pezzella,3-5-2,3-5-2,Davide Massa,Match Report,
2021-05-02,15:00,Serie A,Matchweek 34,Sun,Away,D,3,3,Bologna,2.0,2.2,38.0,,Germán Pezzella,3-5-2,3-4-3,Federico Dionisi,Match Report,
