Date,Comp,venue,opponent,goals_for,goals_against,result
2020-09-21,Serie A,Home,Bologna,2,0,W
2020-09-27,Serie A,Away,Crotone,2,0,W
2020-10-04,Serie A,Home,Spezia,3,0,W
2020-10-17,Serie A,Away,Inter,2,1,W
2020-10-26,Serie A,Home,Roma,3,3,D
2020-11-01,Serie A,Away,Udinese,2,1,W
2020-11-08,Serie A,Home,Hellas Verona,2,2,D
2020-11-22,Serie A,Away,Napoli,3,1,W
2020-11-29,Serie A,Home,Fiorentina,2,0,W
2020-12-06,Serie A,Away,Sampdoria,2,1,W
2020-12-13,Serie A,Home,Parma,2,2,D
2020-12-16,Serie A,Away,Genoa,2,2,D
2020-12-20,Serie A,Away,Sassuolo,2,1,W
2020-12-23,Serie A,Home,Lazio,3,2,W
2021-01-03,Serie A,Away,Benevento,2,0,W
2021-01-06,Serie A,Home,Juventus,1,3,L
2021-01-09,Serie A,Home,Torino,2,0,W
2021-01-18,Serie A,Away,Cagliari,2,0,W
2021-01-23,Serie A,Home,Atalanta,0,3,L
2021-01-30,Serie A,Away,Bologna,2,1,W
2021-02-07,Serie A,Home,Crotone,4,0,W
2021-02-13,Serie A,Away,Spezia,0,2,L
2021-02-21,Serie A,Home,Inter,0,3,L
2021-02-28,Serie A,Away,Roma,2,1,W
2021-03-03,Serie A,Home,Udinese,1,1,D
2021-03-07,Serie A,Away,Hellas Verona,2,0,W
2021-03-14,Serie A,Home,Napoli,0,1,L
2021-03-21,Serie A,Away,Fiorentina,3,2,W
2021-04-03,Serie A,Home,Sampdoria,1,1,D
2021-04-10,Serie A,Away,Parma,3,1,W
2021-04-18,Serie A,Home,Genoa,2,1,W
2021-04-21,Serie A,Home,Sassuolo,1,2,L
2021-04-26,Serie A,Away,Lazio,0,3,L
2021-05-01,Serie A,Home,Benevento,2,0,W
2021-05-09,Serie A,Away,Juventus,3,0,W
2021-05-12,Serie A,Away,Torino,7,0,W
2021-05-16,Serie A,Home,Cagliari,0,0,D
2021-05-23,Serie A,Away,Atalanta,2,0,W
