Date,Comp,venue,opponent,goals_for,goals_against,result
2023-08-21,Serie A,Home,Cagliari,0,0,D
2023-08-26,Serie A,Away,Milan,1,4,L
2023-09-03,Serie A,Home,Genoa,1,0,W
2023-09-18,Serie A,Away,Salernitana,3,0,W
2023-09-24,Serie A,Home,Roma,1,1,D
2023-09-27,Serie A,Away,Lazio,0,2,L
2023-10-02,Serie A,Home,Hellas Verona,0,0,D
2023-10-07,Serie A,Away,Juventus,0,2,L
2023-10-21,Serie A,Home,Inter,0,3,L
2023-10-28,Serie A,Away,Lecce,1,0,W
2023-11-06,Serie A,Home,Sassuolo,2,1,W
2023-11-11,Serie A,Away,Monza,1,1,D
2023-11-27,Serie A,Away,Bologna,0,2,L
2023-12-04,Serie A,Home,Atalanta,3,0,W
2023-12-10,Serie A,Away,Frosinone,0,0,D
2023-12-16,Serie A,Home,Empoli,1,0,W
2023-12-23,Serie A,Home,Udinese,1,1,D
2023-12-29,Serie A,Away,Fiorentina,0,1,L
2024-01-07,Serie A,Home,Napoli,3,0,W
2024-01-13,Serie A,Away,Genoa,0,0,D
2024-01-26,Serie A,Away,Cagliari,2,1,W
2024-02-04,Serie A,Home,Salernitana,0,0,D
2024-02-10,Serie A,Away,Sassuolo,1,1,D
2024-02-16,Serie A,Home,Lecce,2,0,W
2024-02-22,Serie A,Home,Lazio,0,2,L
2024-02-26,Serie A,Away,Roma,2,3,L
2024-03-02,Serie A,Home,Fiorentina,0,0,D
2024-03-08,Serie A,Away,Napoli,1,1,D
2024-03-16,Serie A,Away,Udinese,2,0,W
2024-03-30,Serie A,Home,Monza,1,0,W
2024-04-06,Serie A,Away,Empoli,2,3,L
2024-04-13,Serie A,Home,Juventus,0,0,D
2024-04-21,Serie A,Home,Frosinone,0,0,D
2024-04-28,Serie A,Away,Inter,0,2,L
2024-05-03,Serie A,Home,Bologna,0,0,D
2024-05-12,Serie A,Away,Hellas Verona,2,1,W
2024-05-18,Serie A,Home,Milan,3,1,W
2024-05-26,Serie A,Away,Atalanta,0,3,L
