Unnamed: 0_level_0,Unnamed: 1_level_0,Home,Home,Home,Home,Home,Home,Home,Home,Home,Home,Home,Home,Home,Away,Away,Away,Away,Away,Away,Away,Away,Away,Away,Away,Away,Away
Rk,Squad,MP,W,D,L,GF,GA,GD,Pts,Pts/MP,xG,xGA,xGD,xGD/90,MP,W,D,L,GF,GA,GD,Pts,Pts/MP,xG,xGA,xGD,xGD/90
1,Inter,19,17,1,1,53,18,35,52,2.74,36.8,21.6,15.2,0.8,19,11,6,2,36,17,19,39,2.05,37.4,18.2,19.2,1.01
2,Milan,19,8,6,5,31,24,7,30,1.58,35.5,22.5,12.9,0.68,19,16,1,2,43,17,26,49,2.58,35.3,24.5,10.8,0.57
3,Atalanta,19,12,3,4,49,24,25,39,2.05,37.7,20.8,16.9,0.89,19,11,6,2,41,23,18,39,2.05,37.0,20.2,16.8,0.88
4,Juventus,19,14,2,3,40,18,22,44,2.32,38.1,18.9,19.2,1.01,19,9,7,3,37,20,17,34,1.79,36.3,20.5,15.8,0.83
5,Napoli,19,12,4,3,50,20,30,40,2.11,33.8,20.7,13.1,0.69,19,12,1,6,36,21,15,37,1.95,33.9,21.8,12.1,0.64
6,Lazio,19,13,3,3,36,23,13,42,2.21,31.9,21.9,10.0,0.53,19,8,2,9,25,32,-7,26,1.37,26.3,25.4,0.9,0.05
7,Roma,19,13,4,2,42,18,24,43,2.26,37.6,19.5,18.2,0.96,19,5,4,10,26,40,-14,19,1.0,27.6,26.1,1.5,0.08
8,Sassuolo,19,7,8,4,31,27,4,29,1.53,31.4,26.0,5.3,0.28,19,10,3,6,33,29,4,33,1.74,27.1,29.4,-2.3,-0.12
9,Sampdoria,19,9,3,7,32,26,6,30,1.58,22.0,28.7,-6.7,-0.35,19,6,4,9,20,28,-8,22,1.16,23.4,27.4,-4.0,-0.21
10,Hellas Verona,19,6,6,7,23,23,0,24,1.26,25.3,22.0,3.4,0.19,19,5,6,8,23,25,-2,21,1.11,20.0,27.5,-7.5,-0.39
11,Genoa,19,5,7,7,29,30,-1,22,1.16,21.9,28.4,-6.5,-0.34,19,5,5,9,18,28,-10,20,1.05,16.9,31.9,-15.0,-0.79
12,Bologna,19,7,5,7,33,33,0,26,1.37,27.8,33.3,-5.5,-0.29,19,3,6,10,18,32,-14,15,0.79,26.9,29.3,-2.4,-0.13
13,Fiorentina,19,6,6,7,25,25,0,24,1.26,24.8,29.6,-4.9,-0.26,19,3,7,9,22,34,-12,16,0.84,20.1,31.8,-11.7,-0.62
14,Udinese,19,5,4,10,14,19,-5,19,1.0,21.1,21.2,0.0,0.0,19,5,6,8,28,39,-11,21,1.11,24.6,31.4,-6.8,-0.36
15,Spezia,19,5,7,7,28,33,-5,22,1.16,23.8,29.1,-5.3,-0.28,19,4,5,10,24,39,-15,17,0.89,22.7,36.0,-13.4,-0.71
16,Cagliari,19,5,4,10,22,32,-10,19,1.0,25.0,30.8,-5.8,-0.31,19,4,6,9,21,27,-6,18,0.95,22.1,30.9,-8.8,-0.46
17,Torino,19,3,9,7,25,36,-11,18,0.95,26.8,28.4,-1.7,-0.09,19,4,7,8,25,33,-8,19,1.0,23.3,33.5,-10.3,-0.54
18,Benevento,19,2,7,10,19,39,-20,13,0.68,22.6,30.5,-7.9,-0.41,19,5,5,9,21,36,-15,20,1.05,18.0,33.7,-15.8,-0.83
19,Crotone,19,5,2,12,23,35,-12,17,0.89,20.0,33.5,-13.5,-0.71,19,1,3,15,22,57,-35,6,0.32,20.4,37.3,-16.9,-0.89
20,Parma,19,2,5,12,16,39,-23,11,0.58,23.9,30.2,-6.3,-0.33,19,1,6,12,23,44,-21,9,0.47,18.6,30.8,-12.2,-0.64
