Date,Comp,venue,opponent,goals_for,goals_against,result
2024-08-18,Serie A,Away,Lazio,1,3,L
2024-08-25,Serie A,Away,Fiorentina,0,0,D
2024-08-30,Serie A,Home,Torino,0,1,L
2024-09-14,Serie A,Away,Milan,0,4,L
2024-09-21,Serie A,Home,Genoa,2,0,W
2024-09-29,Serie A,Away,Roma,1,2,L
2024-10-04,Serie A,Away,Hellas Verona,1,2,L
2024-10-20,Serie A,Home,Atalanta,0,2,L
2024-10-27,Serie A,Away,Monza,2,2,D
2024-10-30,Serie A,Home,Udinese,3,2,W
2024-11-03,Serie A,Away,Inter,0,1,L
2024-11-09,Serie A,Home,Parma,1,2,L
2024-11-25,Serie A,Home,Lecce,0,1,L
2024-11-30,Serie A,Away,Bologna,0,3,L
2024-12-08,Serie A,Home,Como,2,2,D
2024-12-14,Serie A,Away,Juventus,2,2,D
2024-12-22,Serie A,Home,Cagliari,2,1,W
2024-12-29,Serie A,Away,Napoli,0,1,L
2025-01-04,Serie A,Home,Empoli,1,1,D
2025-01-12,Serie A,Home,Inter,0,1,L
2025-01-19,Serie A,Away,Parma,1,1,D
2025-01-27,Serie A,Home,Hellas Verona,1,1,D
2025-02-01,Serie A,Away,Udinese,2,3,L
2025-02-09,Serie A,Home,Roma,0,1,L
2025-02-17,Serie A,Away,Genoa,0,2,L
2025-02-22,Serie A,Home,Lazio,0,0,D
2025-03-01,Serie A,Away,Atalanta,0,0,D
2025-03-08,Serie A,Away,Como,1,1,D
2025-03-16,Serie A,Home,Napoli,0,0,D
2025-03-29,Serie A,Home,Bologna,0,1,L
2025-04-06,Serie A,Away,Lecce,1,1,D
2025-04-12,Serie A,Home,Monza,1,0,W
2025-04-20,Serie A,Away,Empoli,2,2,D
2025-04-27,Serie A,Home,Milan,0,2,L
2025-05-02,Serie A,Away,Torino,1,1,D
2025-05-12,Serie A,Home,Fiorentina,2,1,W
2025-05-18,Serie A,Away,Cagliari,0,3,L
2025-05-25,Serie A,Home,Juventus,2,3,L
