Date,Comp,venue,opponent,goals_for,goals_against,result
2020-09-20,Serie A,Home,Cagliari,1,1,D
2020-09-27,Serie A,Away,Spezia,4,1,W
2020-10-03,Serie A,Home,Crotone,4,1,W
2020-10-18,Serie A,Away,Bologna,4,3,W
2020-10-23,Serie A,Home,Torino,3,3,D
2020-11-01,Serie A,Away,Napoli,2,0,W
2020-11-06,Serie A,Home,Udinese,0,0,D
2020-11-22,Serie A,Away,Hellas Verona,2,0,W
2020-11-28,Serie A,Home,Inter,0,3,L
2020-12-06,Serie A,Away,Roma,0,0,D
2020-12-11,Serie A,Home,Benevento,1,0,W
2020-12-16,Serie A,Away,Fiorentina,1,1,D
2020-12-20,Serie A,Home,Milan,1,2,L
2020-12-23,Serie A,Away,Sampdoria,3,2,W
2021-01-03,Serie A,Away,Atalanta,1,5,L
2021-01-06,Serie A,Home,Genoa,2,1,W
2021-01-10,Serie A,Away,Juventus,1,3,L
2021-01-17,Serie A,Home,Parma,1,1,D
2021-01-24,Serie A,Away,Lazio,1,2,L
2021-01-31,Serie A,Away,Cagliari,1,1,D
2021-02-06,Serie A,Home,Spezia,1,2,L
2021-02-14,Serie A,Away,Crotone,2,1,W
2021-02-20,Serie A,Home,Bologna,1,1,D
2021-03-03,Serie A,Home,Napoli,3,3,D
2021-03-06,Serie A,Away,Udinese,0,2,L
2021-03-13,Serie A,Home,Hellas Verona,3,2,W
2021-03-17,Serie A,Away,Torino,2,3,L
2021-04-03,Serie A,Home,Roma,2,2,D
2021-04-07,Serie A,Away,Inter,1,2,L
2021-04-12,Serie A,Away,Benevento,1,0,W
2021-04-17,Serie A,Home,Fiorentina,3,1,W
2021-04-21,Serie A,Away,Milan,2,1,W
2021-04-24,Serie A,Home,Sampdoria,1,0,W
2021-05-02,Serie A,Home,Atalanta,1,1,D
2021-05-09,Serie A,Away,Genoa,2,1,W
2021-05-12,Serie A,Home,Juventus,1,3,L
2021-05-16,Serie A,Away,Parma,3,1,W
2021-05-23,Serie A,Home,Lazio,2,0,W
