Date,Comp,venue,opponent,goals_for,goals_against,result
2022-08-14,Serie A,Home,Bologna,2,1,W
2022-08-20,Serie A,Away,Torino,0,0,D
2022-08-26,Serie A,Home,Inter,3,1,W
2022-08-31,Serie A,Away,Sampdoria,1,1,D
2022-09-03,Serie A,Home,Napoli,1,2,L
2022-09-11,Serie A,Home,Hellas Verona,2,0,W
2022-09-18,Serie A,Away,Cremonese,4,0,W
2022-10-02,Serie A,Home,Spezia,4,0,W
2022-10-10,Serie A,Away,Fiorentina,4,0,W
2022-10-16,Serie A,Home,Udinese,0,0,D
2022-10-23,Serie A,Away,Atalanta,2,0,W
2022-10-30,Serie A,Home,Salernitana,1,3,L
2022-11-06,Serie A,Away,Roma,1,0,W
2022-11-10,Serie A,Home,Monza,1,0,W
2022-11-13,Serie A,Away,Juventus,0,3,L
2023-01-04,Serie A,Away,Lecce,1,2,L
2023-01-08,Serie A,Home,Empoli,2,2,D
2023-01-15,Serie A,Away,Sassuolo,2,0,W
2023-01-24,Serie A,Home,Milan,4,0,W
2023-01-29,Serie A,Home,Fiorentina,1,1,D
2023-02-06,Serie A,Away,Hellas Verona,1,1,D
2023-02-11,Serie A,Home,Atalanta,0,2,L
2023-02-19,Serie A,Away,Salernitana,2,0,W
2023-02-27,Serie A,Home,Sampdoria,1,0,W
2023-03-03,Serie A,Away,Napoli,1,0,W
2023-03-11,Serie A,Away,Bologna,0,0,D
2023-03-19,Serie A,Home,Roma,1,0,W
2023-04-02,Serie A,Away,Monza,2,0,W
2023-04-08,Serie A,Home,Juventus,2,1,W
2023-04-14,Serie A,Away,Spezia,3,0,W
2023-04-22,Serie A,Home,Torino,0,1,L
2023-04-30,Serie A,Away,Inter,1,3,L
2023-05-03,Serie A,Home,Sassuolo,2,0,W
2023-05-06,Serie A,Away,Milan,0,2,L
2023-05-12,Serie A,Home,Lecce,2,2,D
2023-05-21,Serie A,Away,Udinese,1,0,W
2023-05-28,Serie A,Home,Cremonese,3,2,W
2023-06-03,Serie A,Away,Empoli,2,0,W
