Date,Comp,venue,opponent,goals_for,goals_against,result
2020-09-20,Serie A,Away,Parma,2,0,W
2020-09-27,Serie A,Home,Genoa,6,0,W
2020-10-17,Serie A,Home,Atalanta,4,1,W
2020-10-25,Serie A,Away,Benevento,2,1,W
2020-11-01,Serie A,Home,Sassuolo,0,2,L
2020-11-08,Serie A,Away,Bologna,1,0,W
2020-11-22,Serie A,Home,Milan,1,3,L
2020-11-29,Serie A,Home,Roma,4,0,W
2020-12-06,Serie A,Away,Crotone,4,0,W
2020-12-13,Serie A,Home,Sampdoria,2,1,W
2020-12-16,Serie A,Away,Inter,0,1,L
2020-12-20,Serie A,Away,Lazio,0,2,L
2020-12-23,Serie A,Home,Torino,1,1,D
2021-01-03,Serie A,Away,Cagliari,4,1,W
2021-01-06,Serie A,Home,Spezia,1,2,L
2021-01-10,Serie A,Away,Udinese,2,1,W
2021-01-17,Serie A,Home,Fiorentina,6,0,W
2021-01-24,Serie A,Away,Hellas Verona,1,3,L
2021-01-31,Serie A,Home,Parma,2,0,W
2021-02-06,Serie A,Away,Genoa,1,2,L
2021-02-13,Serie A,Home,Juventus,1,0,W
2021-02-21,Serie A,Away,Atalanta,2,4,L
2021-02-28,Serie A,Home,Benevento,2,0,W
2021-03-03,Serie A,Away,Sassuolo,3,3,D
2021-03-07,Serie A,Home,Bologna,3,1,W
2021-03-14,Serie A,Away,Milan,1,0,W
2021-03-21,Serie A,Away,Roma,2,0,W
2021-04-03,Serie A,Home,Crotone,4,3,W
2021-04-07,Serie A,Away,Juventus,1,2,L
2021-04-11,Serie A,Away,Sampdoria,2,0,W
2021-04-18,Serie A,Home,Inter,1,1,D
2021-04-22,Serie A,Home,Lazio,5,2,W
2021-04-26,Serie A,Away,Torino,2,0,W
2021-05-02,Serie A,Home,Cagliari,1,1,D
2021-05-08,Serie A,Away,Spezia,4,1,W
2021-05-11,Serie A,Home,Udinese,5,1,W
2021-05-16,Serie A,Away,Fiorentina,2,0,W
2021-05-23,Serie A,Home,Hellas Verona,1,1,D
