Date,Comp,venue,opponent,goals_for,goals_against,result
2022-08-14,Serie A,Away,Lazio,1,2,L
2022-08-21,Serie A,Home,Hellas Verona,1,1,D
2022-08-27,Serie A,Away,Milan,0,2,L
2022-09-01,Serie A,Home,Salernitana,1,1,D
2022-09-04,Serie A,Away,Spezia,2,2,D
2022-09-11,Serie A,Home,Fiorentina,2,1,W
2022-09-17,Serie A,Home,Empoli,0,1,L
2022-10-02,Serie A,Away,Juventus,0,3,L
2022-10-08,Serie A,Home,Sampdoria,1,1,D
2022-10-16,Serie A,Away,Napoli,2,3,L
2022-10-23,Serie A,Home,Lecce,2,0,W
2022-10-31,Serie A,Away,Monza,2,1,W
2022-11-06,Serie A,Home,Torino,2,1,W
2022-11-09,Serie A,Away,Inter,1,6,L
2022-11-12,Serie A,Home,Sassuolo,3,0,W
2023-01-04,Serie A,Away,Roma,0,1,L
2023-01-09,Serie A,Home,Atalanta,1,2,L
2023-01-15,Serie A,Away,Udinese,2,1,W
2023-01-23,Serie A,Home,Cremonese,1,1,D
2023-01-27,Serie A,Home,Spezia,2,0,W
2023-02-05,Serie A,Away,Fiorentina,2,1,W
2023-02-12,Serie A,Home,Monza,0,1,L
2023-02-18,Serie A,Away,Sampdoria,2,1,W
2023-02-26,Serie A,Home,Inter,1,0,W
2023-03-06,Serie A,Away,Torino,0,1,L
2023-03-11,Serie A,Home,Lazio,0,0,D
2023-03-18,Serie A,Away,Salernitana,2,2,D
2023-04-02,Serie A,Home,Udinese,3,0,W
2023-04-08,Serie A,Away,Atalanta,2,0,W
2023-04-15,Serie A,Home,Milan,1,1,D
2023-04-21,Serie A,Away,Hellas Verona,1,2,L
2023-04-30,Serie A,Home,Juventus,1,1,D
2023-05-04,Serie A,Away,Empoli,1,3,L
2023-05-08,Serie A,Away,Sassuolo,1,1,D
2023-05-14,Serie A,Home,Roma,0,0,D
2023-05-20,Serie A,Away,Cremonese,5,1,W
2023-05-28,Serie A,Home,Napoli,2,2,D
2023-06-04,Serie A,Away,Lecce,3,2,W
