Date,Comp,venue,opponent,goals_for,goals_against,result
2022-08-15,Serie A,Home,Napoli,2,5,L
2022-08-21,Serie A,Away,Bologna,1,1,D
2022-08-28,Serie A,Home,Atalanta,0,1,L
2022-08-31,Serie A,Away,Empoli,1,1,D
2022-09-04,Serie A,Home,Sampdoria,2,1,W
2022-09-11,Serie A,Away,Lazio,0,2,L
2022-09-18,Serie A,Away,Fiorentina,0,2,L
2022-10-03,Serie A,Home,Udinese,1,2,L
2022-10-09,Serie A,Away,Salernitana,1,2,L
2022-10-16,Serie A,Home,Milan,1,2,L
2022-10-24,Serie A,Away,Sassuolo,1,2,L
2022-10-31,Serie A,Home,Roma,1,3,L
2022-11-06,Serie A,Away,Monza,0,2,L
2022-11-10,Serie A,Home,Juventus,0,1,L
2022-11-13,Serie A,Home,Spezia,1,2,L
2023-01-04,Serie A,Away,Torino,1,1,D
2023-01-09,Serie A,Home,Cremonese,2,0,W
2023-01-14,Serie A,Away,Inter,0,1,L
2023-01-21,Serie A,Home,Lecce,2,0,W
2023-01-30,Serie A,Away,Udinese,1,1,D
2023-02-06,Serie A,Home,Lazio,1,1,D
2023-02-13,Serie A,Home,Salernitana,1,0,W
2023-02-19,Serie A,Away,Roma,0,1,L
2023-02-27,Serie A,Home,Fiorentina,0,3,L
2023-03-05,Serie A,Away,Spezia,0,0,D
2023-03-12,Serie A,Home,Monza,1,1,D
2023-03-19,Serie A,Away,Sampdoria,1,3,L
2023-04-01,Serie A,Away,Juventus,0,1,L
2023-04-08,Serie A,Home,Sassuolo,2,1,W
2023-04-15,Serie A,Away,Napoli,0,0,D
2023-04-21,Serie A,Home,Bologna,2,1,W
2023-04-30,Serie A,Away,Cremonese,1,1,D
2023-05-03,Serie A,Home,Inter,0,6,L
2023-05-07,Serie A,Away,Lecce,1,0,W
2023-05-14,Serie A,Home,Torino,0,1,L
2023-05-20,Serie A,Away,Atalanta,1,3,L
2023-05-28,Serie A,Home,Empoli,1,1,D
2023-06-04,Serie A,Away,Milan,1,3,L
2023-06-11,Serie A,Away,Spezia,3,1,W
