Date,Comp,venue,opponent,goals_for,goals_against,result
2024-08-18,Serie A,Away,Bologna,1,1,D
2024-08-24,Serie A,Home,Lazio,2,1,W
2024-09-01,Serie A,Home,Como,1,0,W
2024-09-16,Serie A,Away,Parma,3,2,W
2024-09-22,Serie A,Away,Roma,0,3,L
2024-09-28,Serie A,Home,Inter,2,3,L
2024-10-05,Serie A,Home,Lecce,1,0,W
2024-10-19,Serie A,Away,Milan,0,1,L
2024-10-25,Serie A,Home,Cagliari,2,0,W
2024-10-30,Serie A,Away,Venezia,2,3,L
2024-11-02,Serie A,Home,Juventus,0,2,L
2024-11-10,Serie A,Away,Atalanta,1,2,L
2024-11-25,Serie A,Away,Empoli,1,1,D
2024-12-01,Serie A,Home,Genoa,0,2,L
2024-12-09,Serie A,Away,Monza,2,1,W
2024-12-14,Serie A,Home,Napoli,1,3,L
2024-12-23,Serie A,Away,Fiorentina,2,1,W
2024-12-29,Serie A,Home,Torino,2,2,D
2025-01-04,Serie A,Away,Hellas Verona,0,0,D
2025-01-11,Serie A,Home,Atalanta,0,0,D
2025-01-20,Serie A,Away,Como,1,4,L
2025-01-26,Serie A,Home,Roma,1,2,L
2025-02-01,Serie A,Home,Venezia,3,2,W
2025-02-09,Serie A,Away,Napoli,1,1,D
2025-02-16,Serie A,Home,Empoli,3,0,W
2025-02-21,Serie A,Away,Lecce,1,0,W
2025-03-01,Serie A,Home,Parma,1,0,W
2025-03-10,Serie A,Away,Lazio,1,1,D
2025-03-15,Serie A,Home,Hellas Verona,0,1,L
2025-03-30,Serie A,Away,Inter,1,2,L
2025-04-04,Serie A,Away,Genoa,0,1,L
2025-04-11,Serie A,Home,Milan,0,4,L
2025-04-23,Serie A,Away,Torino,0,2,L
2025-04-28,Serie A,Home,Bologna,0,0,D
2025-05-03,Serie A,Away,Cagliari,2,1,W
2025-05-11,Serie A,Home,Monza,1,2,L
2025-05-18,Serie A,Away,Juventus,0,2,L
2025-05-25,Serie A,Home,Fiorentina,2,3,L
