Unnamed: 0_level_0,Unnamed: 1_level_0,Home,Home,Home,Home,Home,Home,Home,Home,Home,Home,Home,Home,Home,Away,Away,Away,Away,Away,Away,Away,Away,Away,Away,Away,Away,Away
Rk,Squad,MP,W,D,L,GF,GA,GD,Pts,Pts/MP,xG,xGA,xGD,xGD/90,MP,W,D,L,GF,GA,GD,Pts,Pts/MP,xG,xGA,xGD,xGD/90
1,Inter,19,14,4,1,44,11,33,46,2.42,42.4,14.6,27.8,1.47,19,15,3,1,45,11,34,48,2.53,35.8,16.6,19.2,1.01
2,Milan,19,12,4,3,38,17,21,40,2.11,34.3,20.8,13.5,0.71,19,10,5,4,38,32,6,35,1.84,31.9,24.6,7.3,0.38
3,Juventus,19,11,7,1,26,11,15,40,2.11,29.0,10.1,18.9,0.99,19,8,7,4,28,20,8,31,1.63,25.6,20.0,5.7,0.3
4,Atalanta,19,13,2,4,42,16,26,41,2.16,36.9,20.0,16.9,0.89,19,8,4,7,30,26,4,28,1.47,20.9,21.2,-0.2,-0.01
5,Bologna,19,12,5,2,33,12,21,41,2.16,24.8,15.5,9.3,0.49,19,6,9,4,21,20,1,27,1.42,23.1,21.6,1.5,0.08
6,Roma,19,12,4,3,38,19,19,40,2.11,26.6,14.4,12.1,0.64,19,6,5,8,27,27,0,23,1.21,24.8,27.4,-2.6,-0.14
7,Lazio,19,10,4,5,23,14,9,34,1.79,24.9,16.0,8.9,0.47,19,8,3,8,26,25,1,27,1.42,21.6,26.0,-4.4,-0.23
8,Fiorentina,19,10,5,4,37,22,15,35,1.84,29.5,19.5,10.0,0.53,19,7,4,8,24,24,0,25,1.32,22.2,28.6,-6.4,-0.34
9,Torino,19,8,9,2,18,9,9,33,1.74,21.1,14.2,7.0,0.37,19,5,5,9,18,27,-9,20,1.05,16.6,23.2,-6.7,-0.35
10,Napoli,19,6,7,6,24,27,-3,25,1.32,34.8,21.5,13.4,0.7,19,7,7,5,31,21,10,28,1.47,26.6,16.9,9.7,0.51
11,Genoa,19,8,6,5,27,22,5,30,1.58,19.4,21.0,-1.6,-0.08,19,4,7,8,18,23,-5,19,1.0,16.3,21.8,-5.5,-0.29
12,Monza,19,6,6,7,23,26,-3,24,1.26,21.1,27.4,-6.3,-0.33,19,5,6,8,16,25,-9,21,1.11,18.4,28.9,-10.4,-0.55
13,Hellas Verona,19,6,6,7,23,26,-3,24,1.26,19.8,24.6,-4.8,-0.25,19,3,5,11,15,25,-10,14,0.74,18.3,24.1,-5.8,-0.31
14,Lecce,19,6,6,7,17,27,-10,24,1.26,23.9,25.0,-1.1,-0.06,19,2,8,9,15,27,-12,14,0.74,19.2,28.3,-9.1,-0.48
15,Udinese,19,1,11,7,21,29,-8,14,0.74,21.4,23.5,-2.1,-0.11,19,5,8,6,16,24,-8,23,1.21,17.7,25.5,-7.9,-0.41
16,Cagliari,19,6,7,6,28,32,-4,25,1.32,27.4,22.8,4.6,0.24,19,2,5,12,14,36,-22,11,0.58,15.5,31.7,-16.1,-0.85
17,Empoli,19,5,5,9,15,23,-8,20,1.05,20.2,25.1,-4.9,-0.26,19,4,4,11,14,31,-17,16,0.84,16.0,27.8,-11.8,-0.62
18,Frosinone,19,7,4,8,28,32,-4,25,1.32,23.7,27.0,-3.3,-0.18,19,1,7,11,16,37,-21,10,0.53,22.1,30.8,-8.7,-0.46
19,Sassuolo,19,5,5,9,23,34,-11,20,1.05,19.2,30.1,-10.9,-0.57,19,2,4,13,20,41,-21,10,0.53,20.6,31.5,-10.9,-0.57
20,Salernitana,19,1,5,13,17,38,-21,8,0.42,16.6,33.8,-17.2,-0.91,19,1,6,12,15,43,-28,9,0.47,13.7,40.6,-26.9,-1.42
