Date,Comp,venue,opponent,goals_for,goals_against,result
2023-08-20,Serie A,Home,Atalanta,0,2,L
2023-08-27,Serie A,Away,Napoli,0,2,L
2023-09-01,Serie A,Home,Hellas Verona,3,1,W
2023-09-17,Serie A,Away,Frosinone,2,4,L
2023-09-23,Serie A,Home,Juventus,4,2,W
2023-09-27,Serie A,Away,Inter,2,1,W
2023-10-02,Serie A,Home,Monza,0,1,L
2023-10-06,Serie A,Away,Lecce,1,1,D
2023-10-21,Serie A,Home,Lazio,0,2,L
2023-10-28,Serie A,Home,Bologna,1,1,D
2023-11-06,Serie A,Away,Torino,1,2,L
2023-11-10,Serie A,Home,Salernitana,2,2,D
2023-11-26,Serie A,Away,Empoli,4,3,W
2023-12-03,Serie A,Home,Roma,1,2,L
2023-12-11,Serie A,Away,Cagliari,1,2,L
2023-12-17,Serie A,Away,Udinese,2,2,D
2023-12-22,Serie A,Home,Genoa,1,2,L
2023-12-30,Serie A,Away,Milan,0,1,L
2024-01-06,Serie A,Home,Fiorentina,1,0,W
2024-01-16,Serie A,Away,Juventus,0,3,L
2024-01-28,Serie A,Away,Monza,0,1,L
2024-02-03,Serie A,Away,Bologna,2,4,L
2024-02-10,Serie A,Home,Torino,1,1,D
2024-02-17,Serie A,Away,Atalanta,0,3,L
2024-02-24,Serie A,Home,Empoli,2,3,L
2024-02-28,Serie A,Home,Napoli,1,6,L
2024-03-03,Serie A,Away,Hellas Verona,0,1,L
2024-03-09,Serie A,Home,Frosinone,1,0,W
2024-03-17,Serie A,Away,Roma,0,1,L
2024-04-01,Serie A,Home,Udinese,1,1,D
2024-04-05,Serie A,Away,Salernitana,2,2,D
2024-04-14,Serie A,Home,Milan,3,3,D
2024-04-21,Serie A,Home,Lecce,0,3,L
2024-04-28,Serie A,Away,Fiorentina,1,5,L
2024-05-04,Serie A,Home,Inter,1,0,W
2024-05-12,Serie A,Away,Genoa,1,2,L
2024-05-19,Serie A,Home,Cagliari,0,2,L
2024-05-26,Serie A,Away,Lazio,1,1,D
